episodes,mean 100 episode reward,steps
100,-540.0,98999
200,1287.3,198999
300,3874.5,298999
400,4295.0,398999
500,4546.8,498999
600,4701.2,598999
700,4654.5,698999
800,4634.7,798999
900,4786.5,898999
1000,5038.2,998999
1100,3520.8,1098999
1200,4556.9,1198999
1300,4899.2,1298999
1400,3862.4,1398999
1500,4589.5,1498999
1600,4979.8,1598999
1700,5609.8,1698999
1800,5609.7,1798999
1900,5648.2,1898999
2000,5366.9,1998999
2100,5610.3,2098999
2200,5318.2,2198999
2300,5574.8,2298999
2400,5603.4,2398999
2500,5625.5,2498999
2600,5824.3,2598999
2700,5786.2,2698999
2800,5756.6,2798999
2900,5870.2,2898999
3000,5812.9,2998999
