episodes,steps,total reward
10,10000,1.0
21,20000,3.0
31,30000,0.0
41,40000,0.0
51,50000,0.0
61,60000,0.0
71,70000,0.0
81,80000,0.0
91,90000,2.0
101,100000,0.0
111,110000,0.0
122,120000,2.0
133,130000,1.0
143,140000,2.0
154,150000,1.0
165,160000,3.0
175,170000,1.0
185,180000,0.0
196,190000,1.0
206,200000,0.0
216,210000,2.0
226,220000,0.0
236,230000,0.0
247,240000,2.0
258,250000,2.0
268,260000,0.0
278,270000,1.0
288,280000,0.0
298,290000,0.0
308,300000,0.0
318,310000,0.0
329,320000,1.0
339,330000,0.0
349,340000,1.0
360,350000,1.0
370,360000,1.0
380,370000,0.0
390,380000,0.0
400,390000,0.0
411,400000,1.0
421,410000,0.0
431,420000,0.0
441,430000,0.0
451,440000,0.0
462,450000,1.0
472,460000,1.0
482,470000,0.0
492,480000,0.0
502,490000,0.0
513,500000,1.0
523,510000,0.0
533,520000,0.0
543,530000,0.0
553,540000,0.0
563,550000,0.0
573,560000,2.0
583,570000,0.0
594,580000,1.0
604,590000,1.0
615,600000,1.0
625,610000,0.0
635,620000,1.0
645,630000,2.0
655,640000,0.0
666,650000,1.0
676,660000,0.0
686,670000,0.0
696,680000,0.0
706,690000,1.0
717,700000,2.0
727,710000,1.0
737,720000,0.0
748,730000,1.0
758,740000,0.0
768,750000,0.0
778,760000,0.0
788,770000,1.0
799,780000,1.0
809,790000,0.0
819,800000,0.0
829,810000,0.0
839,820000,1.0
849,830000,0.0
859,840000,2.0
870,850000,2.0
880,860000,0.0
890,870000,0.0
900,880000,0.0
911,890000,1.0
921,900000,1.0
931,910000,1.0
942,920000,2.0
953,930000,1.0
963,940000,1.0
974,950000,1.0
985,960000,2.0
995,970000,0.0
1006,980000,2.0
1016,990000,1.0
1026,1000000,1.0
1037,1010000,1.0
1047,1020000,1.0
1058,1030000,1.0
1068,1040000,0.0
1078,1050000,1.0
1089,1060000,1.0
1099,1070000,0.0
1109,1080000,1.0
1120,1090000,1.0
1131,1100000,2.0
1142,1110000,2.0
1152,1120000,0.0
1162,1130000,0.0
1173,1140000,1.0
1184,1150000,3.0
1194,1160000,1.0
1205,1170000,3.0
1215,1180000,1.0
1226,1190000,1.0
1236,1200000,0.0
1246,1210000,0.0
1258,1220000,4.0
1268,1230000,0.0
1280,1240000,2.0
1290,1250000,2.0
1301,1260000,1.0
1311,1270000,1.0
1323,1280000,2.0
1334,1290000,1.0
1344,1300000,0.0
1354,1310000,1.0
1365,1320000,2.0
1375,1330000,0.0
1385,1340000,0.0
1395,1350000,0.0
1406,1360000,1.0
1416,1370000,1.0
1427,1380000,1.0
1438,1390000,1.0
1449,1400000,2.0
1460,1410000,2.0
1471,1420000,2.0
1481,1430000,1.0
1493,1440000,3.0
1504,1450000,1.0
1514,1460000,0.0
1525,1470000,1.0
1535,1480000,1.0
1546,1490000,1.0
1556,1500000,0.0
1567,1510000,1.0
1577,1520000,0.0
1587,1530000,1.0
1598,1540000,1.0
1609,1550000,1.0
1619,1560000,2.0
1630,1570000,1.0
1640,1580000,0.0
1651,1590000,1.0
1661,1600000,2.0
1671,1610000,0.0
1683,1620000,3.0
1693,1630000,1.0
1704,1640000,1.0
1715,1650000,1.0
1726,1660000,2.0
1736,1670000,1.0
1747,1680000,2.0
1759,1690000,3.0
1769,1700000,1.0
1780,1710000,2.0
1790,1720000,1.0
1800,1730000,0.0
1811,1740000,2.0
1821,1750000,1.0
1833,1760000,2.0
1844,1770000,2.0
1855,1780000,2.0
1865,1790000,0.0
1875,1800000,1.0
1887,1810000,2.0
1897,1820000,1.0
1908,1830000,1.0
1919,1840000,1.0
1930,1850000,2.0
1940,1860000,1.0
1951,1870000,1.0
1962,1880000,2.0
1973,1890000,2.0
1984,1900000,2.0
1995,1910000,1.0
2007,1920000,2.0
2017,1930000,1.0
2027,1940000,1.0
2038,1950000,1.0
2048,1960000,1.0
2059,1970000,1.0
2070,1980000,1.0
2082,1990000,2.0
2093,2000000,2.0
