episodes,steps,total reward
181,10000,21.0
296,20000,31.0
387,30000,25.0
466,40000,28.0
557,50000,36.0
666,60000,42.0
783,70000,49.0
902,80000,56.0
1006,90000,53.0
1154,100000,76.0
