episodes,steps,total reward
74,10000,1.0
129,20000,0.0
243,30000,50.0
533,40000,193.0
851,50000,225.0
1171,60000,230.0
1511,70000,253.0
1870,80000,255.0
2223,90000,265.0
2573,100000,267.0
