episodes,mean 100 episode reward,steps
100,-85.6,81251
200,650.7,124592
300,816.8,155295
400,854.1,181102
500,869.4,204342
600,849.7,229540
700,818.1,259489
800,855.3,284342
900,873.0,307705
1000,877.8,330212
1100,888.8,350692
1200,885.8,371838
1300,893.3,391723
1400,897.2,410917
1500,899.9,429671
1600,898.1,448797
1700,899.8,467744
1800,887.7,487236
1900,889.0,506587
2000,897.7,526468
2100,887.5,546523
2200,899.6,566170
2300,882.7,586769
2400,862.5,607300
2500,891.1,626569
2600,892.2,645575
2700,893.5,664468
2800,911.4,681910
2900,898.1,699728
3000,899.1,717479
3100,887.7,735335
3200,914.4,751897
3300,911.7,769093
3400,916.9,785180
3500,903.7,801905
3600,903.1,818966
3700,918.3,834837
3800,913.1,851772
3900,918.2,867649
4000,915.0,884223
4100,911.6,901481
4200,915.9,917817
4300,922.5,932931
4400,916.0,949360
4500,920.5,964919
4600,917.0,981135
4700,919.0,997045
4800,917.7,1013176
4900,925.1,1027858
5000,922.5,1043077
5100,921.7,1058558
5200,922.1,1073886
5300,925.2,1088532
5400,923.9,1103552
5500,922.1,1118814
5600,924.8,1133659
5700,923.6,1148650
5800,922.4,1163822
5900,921.2,1179279
6000,922.2,1194481
6100,921.7,1209698
6200,923.4,1224622
6300,921.0,1240134
6400,921.8,1255486
6500,924.6,1270155
6600,924.7,1284817
6700,923.8,1299824
6800,922.0,1315213
6900,923.0,1330418
7000,922.0,1345741
7100,925.3,1360536
7200,922.4,1375826
7300,923.7,1390928
7400,919.9,1406653
7500,925.0,1421364
7600,925.0,1436020
7700,923.0,1451142
7800,921.1,1466524
7900,924.6,1481080
8000,924.5,1495854
8100,921.5,1511029
8200,918.2,1526831
8300,905.3,1543174
8400,921.4,1558361
8500,920.8,1573634
8600,923.1,1588541
8700,923.0,1603672
8800,920.7,1619111
8900,922.3,1634239
9000,922.3,1649458
9100,924.3,1664248
9200,922.4,1679435
9300,922.5,1694613
9400,924.0,1709399
9500,919.8,1725152
9600,920.1,1740706
9700,921.2,1756169
9800,923.0,1771103
9900,923.0,1786207
10000,923.3,1801092
10100,924.5,1815743
10200,922.0,1830898
10300,921.7,1846038
10400,922.8,1860858
10500,923.4,1875782
10600,924.4,1890453
10700,924.9,1904937
10800,923.6,1919594
10900,923.9,1934271
11000,925.2,1948674
11100,923.6,1963422
11200,925.4,1977806
11300,924.8,1992122
11400,924.6,2006556
11500,921.6,2021505
11600,925.0,2035838
11700,924.0,2050342
11800,923.7,2064888
11900,892.9,2081442
12000,922.9,2096037
12100,924.8,2110299
12200,922.3,2125050
12300,923.0,2139713
12400,922.6,2154380
12500,922.0,2169092
12600,921.7,2183841
12700,924.5,2198082
12800,922.1,2212720
12900,925.0,2226958
13000,924.8,2241157
13100,924.9,2255298
13200,924.6,2269512
13300,924.5,2283687
13400,925.5,2297719
13500,924.7,2311924
13600,925.2,2326082
13700,911.6,2340844
13800,924.9,2354958
13900,925.4,2368960
14000,924.0,2383232
14100,927.6,2396858
14200,927.6,2410563
14300,927.0,2424311
14400,928.2,2437944
14500,928.5,2451509
14600,927.3,2465224
14700,926.4,2479163
14800,926.2,2493179
14900,926.5,2507194
15000,927.6,2520902
15100,925.0,2535174
15200,925.4,2549420
15300,929.9,2562833
15400,928.5,2576484
15500,928.6,2590067
15600,929.3,2603522
15700,924.9,2617984
15800,927.2,2631919
15900,928.4,2645587
16000,926.7,2659689
16100,928.9,2673279
16200,928.3,2686964
16300,926.4,2701064
16400,927.3,2714935
16500,928.8,2728543
16600,929.1,2742081
16700,927.2,2756039
16800,928.7,2769704
16900,926.4,2783779
17000,914.6,2798148
17100,912.3,2812890
17200,929.3,2826405
17300,928.4,2840146
17400,929.4,2853787
17500,930.1,2867253
17600,932.7,2880238
17700,914.0,2894706
17800,932.9,2907586
17900,930.0,2921045
18000,930.4,2934368
18100,931.6,2947535
18200,929.2,2961088
18300,927.8,2974904
18400,929.1,2988478
