episodes,mean 100 episode reward,steps
100,0.0,3203
200,0.0,6332
300,0.0,9505
400,0.0,12630
500,0.0,15513
600,0.0,18839
700,0.0,21473
800,0.0,24274
900,0.0,27445
1000,0.0,30563
1100,0.0,34083
1200,0.0,37296
1300,0.0,40466
1400,0.0,43905
1500,0.0,47281
1600,0.0,50508
1700,0.0,54250
1800,0.0,57953
1900,0.0,61307
2000,0.1,64869
2100,0.0,68791
2200,0.1,72839
2300,0.1,76775
2400,0.1,80914
2500,0.2,85233
2600,0.1,89204
2700,0.2,93515
2800,0.2,97755
2900,0.2,102268
3000,0.3,106329
3100,0.4,110766
3200,0.3,115347
3300,0.4,119613
3400,0.5,124047
3500,0.4,128504
3600,0.7,133245
3700,0.6,137879
3800,0.6,142198
3900,0.7,146890
4000,0.7,151407
4100,0.8,155953
4200,0.8,160610
4300,0.8,165187
4400,0.8,169704
4500,0.9,174153
4600,0.9,178620
4700,0.9,183076
4800,0.9,187411
4900,0.9,191701
5000,0.9,196045
5100,0.9,200290
5200,0.9,204768
5300,0.9,208955
5400,0.9,213250
5500,1.0,217563
5600,0.9,221812
5700,1.0,226295
5800,0.9,230527
5900,0.9,234679
6000,0.9,238894
6100,1.0,243189
6200,0.9,247329
6300,1.0,251520
6400,0.9,255595
6500,0.9,259795
6600,0.9,263937
6700,1.0,268139
6800,0.9,272218
6900,0.9,276490
7000,0.9,280670
7100,0.9,284785
7200,0.9,288897
7300,0.9,293162
7400,0.9,297381
7500,1.0,301790
7600,0.9,305933
7700,0.9,310104
7800,0.9,314258
7900,0.9,318512
8000,0.9,322541
8100,1.0,326642
8200,0.9,330815
8300,0.9,334906
8400,0.9,338751
8500,0.9,342781
8600,0.9,346806
8700,1.0,351002
8800,0.9,355204
8900,0.9,359262
9000,1.0,363374
9100,0.9,367403
9200,0.9,371511
9300,1.0,375690
9400,0.9,379904
9500,0.9,384037
9600,0.9,388200
9700,0.9,392318
9800,0.9,396318
9900,0.9,400407
10000,0.9,404374
10100,0.9,408302
10200,0.9,412304
10300,1.0,416406
10400,0.9,420421
10500,0.9,424443
10600,1.0,428564
10700,0.9,432637
10800,0.9,436635
10900,0.9,440719
11000,0.9,444725
11100,0.9,448767
11200,0.9,452778
11300,0.9,456814
11400,0.9,460921
11500,0.9,464860
11600,1.0,468938
11700,0.9,472892
11800,0.9,477003
11900,0.9,481019
12000,0.9,485120
12100,1.0,489182
12200,0.9,493115
12300,0.9,497139
12400,0.9,501185
12500,0.9,505277
12600,0.9,509253
12700,1.0,513437
12800,0.9,517400
12900,1.0,521575
13000,0.9,525783
13100,0.9,529784
13200,0.9,533818
13300,0.9,537912
13400,0.9,542018
13500,1.0,546161
13600,0.9,550255
13700,0.9,554288
13800,0.9,558341
13900,0.9,562356
14000,0.9,566497
14100,0.9,570520
14200,1.0,574577
14300,1.0,578793
14400,0.9,582839
14500,1.0,586986
14600,1.0,591106
14700,1.0,595290
14800,0.9,599269
14900,1.0,603379
15000,0.9,607327
15100,0.9,611340
15200,0.9,615435
15300,1.0,619560
15400,0.9,623673
15500,1.0,627894
15600,1.0,632038
15700,1.0,636169
15800,0.9,640176
15900,0.9,644172
16000,0.9,648251
16100,0.9,652297
16200,0.9,656467
16300,1.0,660563
16400,0.9,664625
16500,1.0,668746
16600,1.0,673015
16700,0.9,677095
16800,1.0,681277
16900,0.9,685327
17000,1.0,689547
17100,1.0,693667
17200,1.0,697842
17300,0.9,701896
17400,1.0,706019
17500,0.9,710256
17600,0.9,714286
17700,0.9,718350
17800,0.9,722443
17900,1.0,726589
18000,0.9,730543
18100,1.0,734732
18200,1.0,738848
18300,0.9,742955
18400,0.9,747054
18500,1.0,751307
18600,0.9,755438
18700,1.0,759566
18800,0.9,763750
18900,0.9,767846
19000,0.9,771961
19100,0.9,776044
19200,0.9,780190
19300,0.9,784250
19400,0.9,788294
19500,0.9,792394
19600,0.9,796448
19700,0.9,800443
19800,1.0,804558
19900,1.0,808654
20000,0.9,812752
20100,1.0,816861
20200,1.0,821013
20300,1.0,825174
20400,0.9,829241
20500,0.9,833299
20600,0.9,837317
20700,0.9,841518
20800,0.9,845520
20900,1.0,849577
21000,1.0,853771
21100,0.9,857801
21200,0.9,861897
21300,0.9,865854
