% time spent exploring,episodes,mean 100 episode reward,steps
84,100,0.6,30935
70,200,0.7,60579
56,300,0.7,88798
41,400,0.6,117680
28,500,0.7,144339
17,600,0.7,167573
5,700,0.8,191759
1,800,0.7,216027
1,900,0.7,239469
1,1000,0.8,262397
1,1100,0.7,284326
1,1200,0.8,304728
1,1300,0.8,322742
1,1400,0.8,342724
1,1500,0.7,364289
1,1600,0.8,382990
1,1700,0.8,401845
1,1800,0.7,421966
1,1900,0.7,443328
1,2000,0.8,459961
1,2100,0.8,478658
1,2200,0.7,498005
1,2300,0.7,517529
1,2400,0.8,534731
1,2500,0.8,551367
1,2600,0.8,569081
1,2700,0.7,587269
1,2800,0.8,604084
1,2900,0.8,622352
1,3000,0.8,637805
1,3100,0.8,654215
1,3200,0.8,672604
1,3300,0.8,687374
1,3400,0.7,703155
1,3500,0.7,720522
1,3600,0.8,735762
1,3700,0.8,752168
1,3800,0.8,767843
1,3900,0.8,781014
1,4000,0.8,797049
1,4100,0.8,811547
1,4200,0.8,825605
1,4300,0.8,840267
1,4400,0.8,855251
1,4500,0.8,870062
1,4600,0.8,884383
1,4700,0.8,900040
1,4800,0.8,915067
1,4900,0.8,929132
1,5000,0.8,943782
1,5100,0.7,959046
1,5200,0.8,972985
1,5300,0.8,986839
1,5400,0.8,999119
1,5500,0.8,1014498
1,5600,0.7,1032880
1,5700,0.8,1048346
1,5800,0.8,1062322
1,5900,0.7,1079187
1,6000,0.8,1091750
1,6100,0.8,1107817
1,6200,0.8,1122283
1,6300,0.8,1135731
1,6400,0.8,1149961
1,6500,0.8,1164657
1,6600,0.7,1178395
1,6700,0.8,1193096
1,6800,0.8,1207030
1,6900,0.8,1220075
1,7000,0.8,1232257
1,7100,0.8,1245476
1,7200,0.8,1257037
1,7300,0.8,1270057
1,7400,0.8,1283228
1,7500,0.8,1297954
1,7600,0.8,1311725
1,7700,0.8,1325376
1,7800,0.7,1339121
1,7900,0.8,1352467
1,8000,0.8,1365240
1,8100,0.8,1376535
1,8200,0.8,1389373
1,8300,0.8,1403087
1,8400,0.8,1417482
1,8500,0.8,1432847
1,8600,0.7,1446256
1,8700,0.8,1460413
1,8800,0.8,1474449
1,8900,0.7,1490514
1,9000,0.8,1505361
1,9100,0.8,1520150
1,9200,0.8,1532577
1,9300,0.8,1547229
1,9400,0.7,1562586
1,9500,0.7,1577584
1,9600,0.7,1591190
1,9700,0.8,1605958
1,9800,0.8,1622112
1,9900,0.8,1636887
1,10000,0.8,1650979
1,10100,0.8,1665811
1,10200,0.8,1679049
1,10300,0.8,1692669
1,10400,0.8,1705693
1,10500,0.8,1722046
1,10600,0.8,1739913
1,10700,0.8,1754864
1,10800,0.8,1770141
1,10900,0.8,1785585
1,11000,0.8,1799908
1,11100,0.8,1812367
1,11200,0.8,1825363
1,11300,0.8,1836141
1,11400,0.8,1848867
1,11500,0.8,1860807
1,11600,0.8,1872346
1,11700,0.8,1886070
1,11800,0.8,1899875
1,11900,0.8,1913521
1,12000,0.8,1926381
1,12100,0.8,1940514
1,12200,0.8,1954018
1,12300,0.8,1967290
1,12400,0.8,1982738
1,12500,0.8,1994163
