episodes,steps,total reward
9,10000,0.0
19,20000,0.0
29,30000,0.0
39,40000,0.0
49,50000,0.0
59,60000,0.0
69,70000,0.0
79,80000,0.0
89,90000,0.0
99,100000,0.0
109,110000,0.0
119,120000,0.0
129,130000,0.0
139,140000,0.0
149,150000,0.0
159,160000,0.0
169,170000,0.0
179,180000,0.0
189,190000,0.0
199,200000,0.0
209,210000,0.0
219,220000,0.0
229,230000,0.0
239,240000,0.0
249,250000,0.0
259,260000,0.0
269,270000,0.0
279,280000,0.0
289,290000,0.0
299,300000,0.0
309,310000,0.0
320,320000,1.0
331,330000,3.0
342,340000,2.0
359,350000,10.0
374,360000,10.0
391,370000,13.0
410,380000,15.0
433,390000,20.0
461,400000,26.0
493,410000,29.0
531,420000,37.0
566,430000,34.0
605,440000,39.0
647,450000,42.0
696,460000,49.0
746,470000,50.0
806,480000,60.0
867,490000,61.0
932,500000,65.0
1000,510000,68.0
1088,520000,88.0
1182,530000,94.0
1267,540000,85.0
1360,550000,93.0
1444,560000,84.0
1533,570000,89.0
1614,580000,81.0
1695,590000,81.0
1784,600000,89.0
1874,610000,90.0
1964,620000,90.0
2050,630000,86.0
2140,640000,90.0
2231,650000,91.0
2322,660000,91.0
2417,670000,95.0
2510,680000,93.0
2604,690000,94.0
2696,700000,92.0
2787,710000,91.0
2882,720000,95.0
2973,730000,91.0
3068,740000,95.0
3161,750000,93.0
3250,760000,89.0
3341,770000,91.0
3435,780000,94.0
3524,790000,90.0
3620,800000,95.0
3711,810000,91.0
3805,820000,95.0
3897,830000,91.0
3989,840000,92.0
4075,850000,86.0
4169,860000,94.0
4263,870000,94.0
4356,880000,93.0
4444,890000,88.0
4536,900000,92.0
4625,910000,89.0
4721,920000,96.0
4815,930000,94.0
4912,940000,97.0
5006,950000,94.0
5098,960000,92.0
5186,970000,88.0
5278,980000,92.0
5370,990000,92.0
5463,1000000,93.0
5555,1010000,92.0
5649,1020000,94.0
5742,1030000,93.0
5834,1040000,92.0
5929,1050000,95.0
6022,1060000,93.0
6118,1070000,96.0
6213,1080000,95.0
6307,1090000,94.0
6401,1100000,94.0
6494,1110000,93.0
6588,1120000,94.0
6682,1130000,94.0
6777,1140000,95.0
6872,1150000,95.0
6962,1160000,90.0
7055,1170000,93.0
7148,1180000,93.0
7242,1190000,94.0
7334,1200000,92.0
7429,1210000,95.0
7523,1220000,94.0
7617,1230000,94.0
7709,1240000,92.0
7805,1250000,96.0
7900,1260000,95.0
7994,1270000,94.0
8087,1280000,93.0
8180,1290000,93.0
8273,1300000,93.0
8366,1310000,93.0
8461,1320000,95.0
8553,1330000,92.0
8644,1340000,91.0
8736,1350000,92.0
8828,1360000,92.0
8922,1370000,94.0
9014,1380000,92.0
9109,1390000,95.0
9203,1400000,94.0
9298,1410000,95.0
9389,1420000,91.0
9482,1430000,93.0
9575,1440000,93.0
9669,1450000,94.0
9761,1460000,92.0
9855,1470000,94.0
9949,1480000,94.0
10043,1490000,94.0
10139,1500000,96.0
10232,1510000,93.0
10324,1520000,92.0
10417,1530000,93.0
10509,1540000,92.0
10603,1550000,94.0
10695,1560000,92.0
10789,1570000,94.0
10884,1580000,95.0
10978,1590000,94.0
11072,1600000,94.0
11162,1610000,90.0
11256,1620000,94.0
11350,1630000,94.0
11444,1640000,94.0
11539,1650000,95.0
11633,1660000,94.0
11728,1670000,95.0
11818,1680000,90.0
11913,1690000,95.0
12009,1700000,96.0
12101,1710000,92.0
12195,1720000,94.0
12291,1730000,96.0
12386,1740000,95.0
12481,1750000,95.0
12576,1760000,95.0
12670,1770000,94.0
12763,1780000,93.0
12858,1790000,95.0
12952,1800000,94.0
13047,1810000,95.0
13139,1820000,92.0
13235,1830000,96.0
13329,1840000,94.0
13423,1850000,94.0
13515,1860000,92.0
13610,1870000,95.0
13704,1880000,94.0
13796,1890000,92.0
13889,1900000,93.0
13982,1910000,93.0
14074,1920000,92.0
14169,1930000,95.0
14262,1940000,93.0
14357,1950000,95.0
14452,1960000,95.0
14546,1970000,94.0
14640,1980000,94.0
14734,1990000,94.0
14829,2000000,95.0
