episodes,mean 100 episode reward,steps
100,-595.9,98999
200,-597.9,198999
300,-597.8,298999
400,-596.1,398999
500,-595.9,498999
600,-594.0,598999
700,-594.4,698999
800,-593.8,798999
900,-596.4,898999
1000,-595.1,998999
1100,-594.8,1098999
1200,-588.0,1198999
1300,-568.2,1298999
1400,-496.2,1398999
1500,-581.3,1498999
1600,-559.0,1598999
1700,-581.3,1698999
1800,-595.5,1798999
1900,-585.6,1898999
2000,-597.0,1998999
2100,-567.0,2098999
2200,-594.3,2198999
2300,-593.9,2298999
2400,-596.8,2398999
2500,-592.5,2498999
2600,-596.0,2598999
2700,-598.1,2698999
2800,-599.2,2798999
2900,-598.4,2898999
3000,-596.8,2998999
