episodes,mean 100 episode reward,steps
100,-577.8,98506
200,-572.0,197818
300,-594.9,297818
400,-580.7,397171
500,-584.5,497124
600,-585.6,596982
700,-570.5,696271
800,-570.3,795270
900,-595.0,895270
1000,-583.8,994815
1100,-597.7,1094815
1200,-582.3,1194061
1300,-582.8,1293374
1400,-582.9,1392672
1500,-595.6,1492672
1600,-573.6,1592279
1700,-584.1,1691840
1800,-597.6,1791840
1900,-573.1,1891301
2000,-583.9,1990920
2100,-586.4,2090855
2200,-584.9,2190668
2300,-584.1,2290364
2400,-570.6,2389286
2500,-572.3,2488774
2600,-585.0,2588521
2700,-583.5,2688129
2800,-585.5,2788097
2900,-584.6,2887732
3000,-595.6,2987732
