episodes,mean 100 episode reward,steps
100,-584.2,98999
200,-578.7,198999
300,-415.4,298999
400,1870.6,398999
500,3136.0,498999
600,3711.6,598999
700,4013.4,698999
800,4666.5,798999
900,4958.5,898999
1000,5087.7,998999
1100,5218.3,1098999
1200,5238.1,1198999
1300,5251.6,1298999
1400,5100.8,1398999
1500,4931.7,1498999
1600,4930.5,1598999
1700,4610.7,1698999
1800,4160.1,1798999
1900,4182.9,1898999
2000,3286.4,1998999
2100,4081.9,2098999
2200,3734.6,2198999
2300,3698.1,2298999
2400,3442.0,2398999
2500,4078.6,2498999
2600,3536.5,2598999
2700,3988.2,2698999
2800,4000.4,2798999
2900,3828.0,2898999
3000,4169.0,2998999
