episodes,steps,total reward
11,10000,3.0
21,20000,1.0
31,30000,0.0
43,40000,2.0
54,50000,2.0
66,60000,2.0
78,70000,2.0
90,80000,3.0
105,90000,7.0
117,100000,4.0
129,110000,3.0
143,120000,4.0
155,130000,2.0
169,140000,4.0
186,150000,8.0
205,160000,11.0
225,170000,11.0
239,180000,6.0
260,190000,12.0
279,200000,12.0
305,210000,17.0
326,220000,12.0
348,230000,13.0
368,240000,11.0
389,250000,11.0
415,260000,17.0
438,270000,14.0
462,280000,14.0
486,290000,16.0
509,300000,14.0
536,310000,18.0
559,320000,14.0
586,330000,17.0
609,340000,15.0
638,350000,20.0
665,360000,20.0
689,370000,14.0
718,380000,20.0
748,390000,22.0
779,400000,21.0
815,410000,27.0
849,420000,29.0
885,430000,27.0
925,440000,32.0
978,450000,47.0
1039,460000,55.0
1098,470000,54.0
1158,480000,55.0
1229,490000,65.0
1298,500000,63.0
1364,510000,59.0
1468,520000,100.0
1558,530000,86.0
1648,540000,86.0
1779,550000,129.0
1965,560000,185.0
2108,570000,140.0
2312,580000,203.0
2517,590000,205.0
2743,600000,226.0
2958,610000,214.0
3189,620000,231.0
3404,630000,214.0
3638,640000,234.0
3876,650000,238.0
4108,660000,232.0
4339,670000,231.0
4554,680000,214.0
4786,690000,232.0
5004,700000,218.0
5241,710000,237.0
5478,720000,237.0
5714,730000,236.0
5950,740000,236.0
6175,750000,225.0
6408,760000,233.0
6624,770000,215.0
6859,780000,235.0
7095,790000,236.0
7329,800000,234.0
7565,810000,236.0
7800,820000,235.0
8036,830000,236.0
8272,840000,236.0
8509,850000,237.0
8729,860000,220.0
8958,870000,229.0
9175,880000,216.0
9405,890000,230.0
9640,900000,235.0
9876,910000,236.0
10089,920000,213.0
10324,930000,234.0
10559,940000,235.0
10796,950000,237.0
11035,960000,239.0
11269,970000,234.0
11505,980000,236.0
11740,990000,235.0
11978,1000000,238.0
12215,1010000,237.0
12451,1020000,236.0
12689,1030000,238.0
12927,1040000,238.0
13165,1050000,238.0
13399,1060000,234.0
13635,1070000,236.0
13872,1080000,237.0
14108,1090000,236.0
14345,1100000,237.0
14578,1110000,233.0
14815,1120000,237.0
15049,1130000,234.0
15285,1140000,236.0
15520,1150000,235.0
15759,1160000,239.0
15995,1170000,237.0
16232,1180000,236.0
16466,1190000,234.0
16705,1200000,239.0
16939,1210000,234.0
17178,1220000,239.0
17415,1230000,237.0
17650,1240000,235.0
17886,1250000,236.0
18123,1260000,237.0
18357,1270000,234.0
18595,1280000,238.0
18828,1290000,233.0
19065,1300000,237.0
19299,1310000,234.0
19535,1320000,236.0
19769,1330000,234.0
20006,1340000,237.0
20242,1350000,236.0
20475,1360000,233.0
20709,1370000,234.0
20945,1380000,236.0
21180,1390000,235.0
21416,1400000,236.0
21654,1410000,238.0
21888,1420000,234.0
22124,1430000,236.0
22359,1440000,235.0
22595,1450000,236.0
22828,1460000,233.0
23065,1470000,237.0
23301,1480000,236.0
23538,1490000,237.0
23775,1500000,237.0
24009,1510000,234.0
24245,1520000,236.0
24482,1530000,237.0
24719,1540000,237.0
24958,1550000,239.0
25195,1560000,237.0
25429,1570000,234.0
25665,1580000,236.0
25897,1590000,232.0
26132,1600000,235.0
26368,1610000,236.0
26605,1620000,237.0
26841,1630000,236.0
27078,1640000,237.0
27314,1650000,236.0
27549,1660000,235.0
27786,1670000,237.0
27999,1680000,212.0
28228,1690000,229.0
28466,1700000,238.0
28705,1710000,239.0
28940,1720000,235.0
29178,1730000,238.0
29415,1740000,237.0
29647,1750000,232.0
29881,1760000,234.0
30117,1770000,236.0
30354,1780000,237.0
30588,1790000,234.0
30825,1800000,237.0
31059,1810000,234.0
31292,1820000,233.0
31529,1830000,237.0
31765,1840000,236.0
31998,1850000,233.0
32235,1860000,237.0
32470,1870000,235.0
32708,1880000,238.0
32944,1890000,236.0
33178,1900000,234.0
33415,1910000,237.0
33648,1920000,233.0
33887,1930000,239.0
34124,1940000,237.0
34359,1950000,235.0
34598,1960000,239.0
34834,1970000,236.0
35069,1980000,235.0
35307,1990000,238.0
35541,2000000,234.0
