episodes,mean 100 episode reward,steps
100,0.7,31253
200,0.6,59853
300,0.7,89052
400,0.7,113369
500,0.7,138808
600,0.7,164439
700,0.7,187855
800,0.7,209432
900,0.7,229502
1000,0.7,250199
1100,0.7,269978
1200,0.8,292406
1300,0.7,310968
1400,0.8,328157
1500,0.7,348064
1600,0.8,365137
1700,0.8,384132
1800,0.7,404992
1900,0.8,423475
2000,0.8,443300
2100,0.7,464465
2200,0.7,484047
2300,0.7,504846
2400,0.8,522207
2500,0.7,541188
2600,0.7,559721
2700,0.8,578358
2800,0.8,596458
2900,0.8,612575
3000,0.8,631043
3100,0.8,648548
3200,0.7,667317
3300,0.8,684731
3400,0.8,702608
3500,0.8,721136
3600,0.8,738768
3700,0.8,754784
3800,0.8,772292
3900,0.7,788861
4000,0.8,805468
4100,0.8,819540
4200,0.8,836182
4300,0.8,851311
4400,0.8,866696
4500,0.8,883315
4600,0.7,902002
4700,0.8,917534
4800,0.7,932894
4900,0.8,948649
5000,0.8,965033
5100,0.8,979605
5200,0.8,995884
5300,0.8,1009892
5400,0.8,1026872
5500,0.8,1044039
5600,0.8,1060579
5700,0.8,1076249
5800,0.8,1091476
5900,0.8,1107815
6000,0.8,1124133
6100,0.8,1139901
6200,0.8,1156413
6300,0.8,1171119
6400,0.8,1185636
6500,0.8,1201493
6600,0.8,1215271
6700,0.8,1231471
6800,0.8,1247696
6900,0.8,1263513
7000,0.8,1281904
7100,0.8,1299689
7200,0.8,1318079
7300,0.8,1332845
7400,0.8,1348984
7500,0.7,1367512
7600,0.8,1381530
7700,0.8,1397569
7800,0.8,1413499
7900,0.8,1430177
8000,0.8,1445602
8100,0.8,1460975
8200,0.8,1475056
8300,0.8,1491122
8400,0.8,1507000
8500,0.8,1524179
8600,0.7,1541866
8700,0.7,1559798
8800,0.8,1574770
8900,0.8,1588571
9000,0.8,1605498
9100,0.8,1622727
9200,0.7,1640257
9300,0.7,1656351
9400,0.8,1671684
9500,0.8,1689259
9600,0.8,1705047
9700,0.8,1723451
9800,0.8,1739285
9900,0.8,1754876
10000,0.8,1769808
10100,0.8,1786055
10200,0.8,1800620
10300,0.8,1816958
10400,0.7,1833246
10500,0.8,1852150
10600,0.8,1869193
10700,0.8,1886985
10800,0.8,1902318
10900,0.8,1920533
11000,0.8,1938468
11100,0.8,1953152
11200,0.8,1970749
11300,0.8,1987602
