episodes,mean 100 episode reward,steps
100,-553.2,98999
200,-563.0,198999
300,-563.4,298999
400,-563.3,398999
500,-563.2,498999
600,-563.5,598999
700,-563.1,698999
800,-563.1,798999
900,-563.2,898999
1000,-563.3,998999
1100,-563.2,1098999
1200,-563.0,1198999
1300,-563.3,1298999
1400,-563.3,1398999
1500,-563.4,1498999
1600,-563.2,1598999
1700,-563.3,1698999
1800,-563.1,1798999
1900,-563.2,1898999
2000,-563.5,1998999
2100,-563.6,2098999
2200,-563.2,2198999
2300,-563.3,2298999
2400,-563.6,2398999
2500,-563.5,2498999
2600,-563.2,2598999
2700,-563.2,2698999
2800,-563.2,2798999
2900,-563.2,2898999
3000,-563.2,2998999
