episodes,steps,total reward
147,10000,7.0
245,20000,9.0
342,30000,27.0
455,40000,40.0
574,50000,52.0
702,60000,66.0
819,70000,62.0
981,80000,88.0
1147,90000,93.0
1333,100000,119.0
