episodes,steps,total reward
9,10000,0.0
20,20000,1.0
30,30000,0.0
40,40000,0.0
50,50000,0.0
60,60000,0.0
70,70000,0.0
80,80000,0.0
91,90000,1.0
101,100000,0.0
112,110000,3.0
122,120000,1.0
133,130000,2.0
145,140000,3.0
155,150000,0.0
167,160000,4.0
178,170000,3.0
189,180000,2.0
200,190000,2.0
212,200000,2.0
226,210000,6.0
238,220000,4.0
250,230000,3.0
264,240000,6.0
275,250000,2.0
290,260000,6.0
305,270000,7.0
319,280000,6.0
335,290000,11.0
349,300000,6.0
367,310000,11.0
386,320000,11.0
406,330000,11.0
425,340000,11.0
439,350000,7.0
459,360000,11.0
479,370000,11.0
499,380000,11.0
524,390000,19.0
544,400000,12.0
559,410000,7.0
589,420000,23.0
609,430000,13.0
634,440000,16.0
663,450000,22.0
686,460000,16.0
709,470000,16.0
735,480000,18.0
759,490000,16.0
788,500000,22.0
818,510000,23.0
849,520000,24.0
878,530000,21.0
909,540000,24.0
939,550000,23.0
975,560000,29.0
1018,570000,38.0
1058,580000,33.0
1099,590000,34.0
1146,600000,41.0
1189,610000,36.0
1239,620000,45.0
1289,630000,45.0
1338,640000,44.0
1389,650000,46.0
1449,660000,53.0
1499,670000,43.0
1569,680000,64.0
1629,690000,53.0
1695,700000,58.0
1769,710000,69.0
1849,720000,72.0
1929,730000,74.0
2009,740000,75.0
2079,750000,63.0
2158,760000,72.0
2229,770000,66.0
2309,780000,72.0
2384,790000,69.0
2459,800000,69.0
2536,810000,71.0
2616,820000,75.0
2689,830000,67.0
2769,840000,75.0
2849,850000,73.0
2925,860000,70.0
3018,870000,89.0
3099,880000,77.0
3189,890000,86.0
3279,900000,86.0
3369,910000,85.0
3449,920000,75.0
3529,930000,75.0
3610,940000,76.0
3709,950000,95.0
3799,960000,88.0
3899,970000,96.0
3979,980000,76.0
4079,990000,98.0
4177,1000000,96.0
4269,1010000,90.0
4369,1020000,96.0
4469,1030000,97.0
4559,1040000,86.0
4674,1050000,115.0
4769,1060000,92.0
4879,1070000,108.0
5001,1080000,119.0
5129,1090000,128.0
5219,1100000,88.0
5353,1110000,133.0
5509,1120000,156.0
5669,1130000,159.0
5798,1140000,128.0
5940,1150000,141.0
6099,1160000,158.0
6249,1170000,150.0
6408,1180000,159.0
6589,1190000,181.0
6756,1200000,166.0
6960,1210000,204.0
7137,1220000,177.0
7335,1230000,198.0
7556,1240000,221.0
7775,1250000,219.0
7996,1260000,221.0
8203,1270000,206.0
8427,1280000,224.0
8651,1290000,224.0
8877,1300000,227.0
9100,1310000,222.0
9317,1320000,217.0
9535,1330000,218.0
9759,1340000,224.0
9982,1350000,223.0
10205,1360000,223.0
10428,1370000,223.0
10651,1380000,223.0
10877,1390000,226.0
11103,1400000,226.0
11327,1410000,224.0
11549,1420000,222.0
11774,1430000,225.0
11984,1440000,210.0
12207,1450000,223.0
12424,1460000,217.0
12647,1470000,223.0
12873,1480000,226.0
13080,1490000,207.0
13303,1500000,223.0
13515,1510000,212.0
13739,1520000,224.0
13962,1530000,223.0
14183,1540000,222.0
14402,1550000,218.0
14626,1560000,224.0
14851,1570000,225.0
15077,1580000,226.0
15302,1590000,225.0
15525,1600000,223.0
15749,1610000,224.0
15975,1620000,226.0
16199,1630000,224.0
16424,1640000,225.0
16647,1650000,223.0
16869,1660000,222.0
17095,1670000,226.0
17318,1680000,223.0
17544,1690000,226.0
17767,1700000,223.0
17994,1710000,227.0
18216,1720000,222.0
18442,1730000,226.0
18666,1740000,224.0
18889,1750000,223.0
19113,1760000,224.0
19338,1770000,225.0
19563,1780000,225.0
19789,1790000,226.0
20014,1800000,225.0
20236,1810000,222.0
20459,1820000,223.0
20685,1830000,226.0
20909,1840000,224.0
21135,1850000,226.0
21359,1860000,224.0
21583,1870000,224.0
21806,1880000,223.0
22031,1890000,225.0
22256,1900000,225.0
22482,1910000,226.0
22705,1920000,223.0
22929,1930000,224.0
23157,1940000,228.0
23384,1950000,227.0
23609,1960000,225.0
23833,1970000,224.0
24057,1980000,224.0
24281,1990000,224.0
24503,2000000,222.0
