episodes,steps,total reward
9,10000,0.0
19,20000,0.0
29,30000,0.0
39,40000,0.0
49,50000,0.0
60,60000,1.0
70,70000,0.0
80,80000,1.0
90,90000,0.0
100,100000,0.0
110,110000,0.0
120,120000,1.0
130,130000,0.0
140,140000,0.0
150,150000,0.0
160,160000,0.0
170,170000,0.0
180,180000,0.0
190,190000,1.0
200,200000,0.0
210,210000,0.0
220,220000,0.0
230,230000,1.0
241,240000,1.0
251,250000,0.0
261,260000,0.0
271,270000,0.0
281,280000,0.0
291,290000,0.0
301,300000,0.0
311,310000,0.0
321,320000,0.0
331,330000,0.0
341,340000,0.0
351,350000,0.0
361,360000,0.0
371,370000,3.0
381,380000,0.0
391,390000,0.0
401,400000,0.0
411,410000,1.0
421,420000,0.0
432,430000,1.0
442,440000,0.0
452,450000,0.0
462,460000,1.0
472,470000,0.0
482,480000,0.0
492,490000,1.0
502,500000,0.0
512,510000,0.0
522,520000,0.0
532,530000,0.0
542,540000,0.0
552,550000,1.0
562,560000,0.0
572,570000,0.0
582,580000,0.0
592,590000,0.0
602,600000,0.0
612,610000,2.0
622,620000,0.0
633,630000,1.0
643,640000,0.0
654,650000,2.0
664,660000,1.0
674,670000,0.0
684,680000,0.0
694,690000,1.0
704,700000,1.0
715,710000,1.0
725,720000,1.0
735,730000,1.0
747,740000,3.0
758,750000,2.0
768,760000,1.0
778,770000,0.0
789,780000,2.0
799,790000,0.0
809,800000,1.0
819,810000,0.0
830,820000,2.0
840,830000,0.0
851,840000,3.0
862,850000,2.0
872,860000,0.0
883,870000,1.0
893,880000,4.0
904,890000,2.0
916,900000,3.0
927,910000,2.0
938,920000,2.0
948,930000,1.0
958,940000,0.0
970,950000,3.0
980,960000,2.0
990,970000,1.0
1003,980000,6.0
1013,990000,0.0
1024,1000000,1.0
1034,1010000,1.0
1046,1020000,4.0
1056,1030000,1.0
1066,1040000,0.0
1079,1050000,5.0
1089,1060000,2.0
1100,1070000,2.0
1110,1080000,0.0
1122,1090000,5.0
1134,1100000,4.0
1145,1110000,3.0
1157,1120000,6.0
1168,1130000,2.0
1179,1140000,3.0
1190,1150000,3.0
1201,1160000,2.0
1213,1170000,5.0
1223,1180000,1.0
1234,1190000,3.0
1245,1200000,2.0
1256,1210000,4.0
1268,1220000,4.0
1280,1230000,4.0
1291,1240000,2.0
1301,1250000,1.0
1312,1260000,2.0
1325,1270000,6.0
1335,1280000,2.0
1346,1290000,2.0
1358,1300000,4.0
1368,1310000,1.0
1379,1320000,3.0
1390,1330000,2.0
1401,1340000,4.0
1414,1350000,9.0
1427,1360000,5.0
1439,1370000,3.0
1451,1380000,5.0
1463,1390000,4.0
1474,1400000,2.0
1484,1410000,1.0
1497,1420000,8.0
1508,1430000,4.0
1521,1440000,6.0
1535,1450000,6.0
1546,1460000,4.0
1557,1470000,3.0
1568,1480000,2.0
1579,1490000,4.0
1593,1500000,8.0
1605,1510000,4.0
1617,1520000,4.0
1631,1530000,8.0
1643,1540000,7.0
1654,1550000,2.0
1669,1560000,10.0
1682,1570000,6.0
1693,1580000,3.0
1704,1590000,5.0
1716,1600000,5.0
1728,1610000,5.0
1740,1620000,6.0
1755,1630000,12.0
1769,1640000,6.0
1780,1650000,4.0
1791,1660000,3.0
1806,1670000,10.0
1818,1680000,6.0
1831,1690000,6.0
1845,1700000,9.0
1859,1710000,7.0
1871,1720000,5.0
1885,1730000,8.0
1899,1740000,10.0
1913,1750000,7.0
1927,1760000,10.0
1940,1770000,7.0
1953,1780000,5.0
1966,1790000,5.0
1980,1800000,9.0
1994,1810000,9.0
2006,1820000,4.0
2024,1830000,15.0
2039,1840000,11.0
2052,1850000,5.0
2067,1860000,9.0
2081,1870000,9.0
2096,1880000,7.0
2112,1890000,12.0
2127,1900000,8.0
2142,1910000,11.0
2160,1920000,14.0
2174,1930000,9.0
2191,1940000,11.0
2205,1950000,10.0
2223,1960000,14.0
2238,1970000,8.0
2257,1980000,15.0
2271,1990000,11.0
2289,2000000,14.0
