episodes,mean 100 episode reward,steps
100,0.7,27850
200,0.7,49286
300,0.8,66384
400,0.8,78950
500,0.8,90067
600,0.8,99108
700,0.8,107285
800,0.8,114807
900,0.8,121964
1000,0.8,129393
1100,0.8,136128
1200,0.8,142482
1300,0.8,148716
1400,0.8,154760
1500,0.8,160704
1600,0.8,166374
1700,0.8,172157
1800,0.8,177627
1900,0.8,183434
2000,0.8,188947
2100,0.8,194549
2200,0.8,199990
2300,0.8,205920
2400,0.8,211496
2500,0.8,216710
2600,0.8,222116
2700,0.8,227757
2800,0.8,232845
2900,0.8,238659
3000,0.8,243735
3100,0.8,249517
3200,0.8,254550
3300,0.8,260324
3400,0.9,265413
3500,0.8,271073
3600,0.8,276191
3700,0.8,281439
3800,0.8,286511
3900,0.8,291602
4000,0.8,296483
4100,0.8,301657
4200,0.8,307264
4300,0.8,312526
4400,0.8,317705
4500,0.8,323026
4600,0.8,327937
4700,0.8,333585
4800,0.8,338748
4900,0.8,343881
5000,0.8,349126
5100,0.8,354373
5200,0.8,359963
5300,0.8,365260
5400,0.8,370510
5500,0.8,375897
5600,0.8,381147
5700,0.8,386646
5800,0.8,391864
5900,0.8,397042
6000,0.8,402198
6100,0.8,407136
6200,0.8,411921
6300,0.8,416765
6400,0.8,421645
6500,0.8,426580
6600,0.8,431969
6700,0.8,437210
6800,0.9,442589
6900,0.8,447486
7000,0.8,452891
7100,0.8,457958
7200,0.8,463100
7300,0.8,468051
7400,0.8,473168
7500,0.8,478537
7600,0.8,483436
7700,0.9,488470
7800,0.8,494257
7900,0.9,499182
8000,0.8,504155
8100,0.9,509326
8200,0.9,514312
8300,0.9,519271
8400,0.8,524450
8500,0.9,529328
8600,0.9,534224
8700,0.9,539435
8800,0.9,545052
8900,0.9,550782
9000,1.0,556000
9100,0.9,561008
9200,1.0,566072
9300,0.9,571543
9400,0.9,576734
9500,0.9,581878
9600,0.9,587050
9700,0.9,592131
9800,0.9,597481
9900,0.9,603064
10000,0.8,607936
10100,0.9,612901
10200,0.9,617848
10300,0.9,622652
10400,0.9,627746
