episodes,steps,total reward
11,10000,3.0
22,20000,2.0
32,30000,3.0
43,40000,2.0
54,50000,3.0
66,60000,3.0
77,70000,1.0
88,80000,3.0
98,90000,2.0
110,100000,3.0
121,110000,1.0
133,120000,3.0
146,130000,4.0
158,140000,4.0
170,150000,2.0
185,160000,7.0
197,170000,5.0
210,180000,6.0
223,190000,8.0
237,200000,5.0
249,210000,4.0
265,220000,9.0
276,230000,3.0
289,240000,6.0
305,250000,9.0
317,260000,4.0
335,270000,9.0
354,280000,13.0
368,290000,6.0
389,300000,15.0
406,310000,10.0
426,320000,13.0
445,330000,13.0
466,340000,17.0
488,350000,15.0
508,360000,12.0
527,370000,12.0
555,380000,23.0
574,390000,11.0
595,400000,16.0
616,410000,16.0
639,420000,17.0
665,430000,21.0
688,440000,19.0
711,450000,15.0
738,460000,22.0
765,470000,20.0
795,480000,25.0
819,490000,19.0
848,500000,22.0
878,510000,25.0
908,520000,24.0
939,530000,26.0
968,540000,24.0
998,550000,25.0
1038,560000,36.0
1070,570000,26.0
1115,580000,42.0
1158,590000,39.0
1199,600000,35.0
1249,610000,49.0
1299,620000,45.0
1358,630000,54.0
1408,640000,44.0
1462,650000,51.0
1519,660000,54.0
1579,670000,55.0
1639,680000,55.0
1706,690000,64.0
1768,700000,58.0
1822,710000,48.0
1888,720000,62.0
1954,730000,62.0
2019,740000,62.0
2089,750000,64.0
2169,760000,78.0
2246,770000,73.0
2319,780000,70.0
2409,790000,88.0
2481,800000,67.0
2569,810000,86.0
2648,820000,75.0
2737,830000,87.0
2828,840000,89.0
2909,850000,78.0
2992,860000,80.0
3089,870000,95.0
3169,880000,76.0
3269,890000,99.0
3379,900000,109.0
3479,910000,98.0
3570,920000,89.0
3689,930000,118.0
3806,940000,116.0
3929,950000,122.0
4058,960000,129.0
4188,970000,129.0
4319,980000,131.0
4456,990000,137.0
4579,1000000,123.0
4718,1010000,139.0
4838,1020000,118.0
4979,1030000,141.0
5119,1040000,140.0
5280,1050000,161.0
5439,1060000,159.0
5596,1070000,157.0
5731,1080000,134.0
5883,1090000,152.0
6041,1100000,158.0
6191,1110000,150.0
6349,1120000,158.0
6514,1130000,165.0
6679,1140000,165.0
6839,1150000,160.0
7005,1160000,166.0
7169,1170000,164.0
7318,1180000,148.0
7482,1190000,164.0
7649,1200000,167.0
7824,1210000,175.0
8004,1220000,180.0
8186,1230000,182.0
8368,1240000,182.0
8549,1250000,181.0
8725,1260000,176.0
8908,1270000,183.0
9088,1280000,180.0
9271,1290000,183.0
9455,1300000,184.0
9637,1310000,182.0
9818,1320000,181.0
9998,1330000,180.0
10175,1340000,177.0
10357,1350000,182.0
10539,1360000,182.0
10721,1370000,182.0
10904,1380000,183.0
11084,1390000,180.0
11267,1400000,183.0
11447,1410000,180.0
11628,1420000,181.0
11809,1430000,181.0
11993,1440000,184.0
12174,1450000,181.0
12356,1460000,182.0
12538,1470000,182.0
12719,1480000,181.0
12904,1490000,185.0
13086,1500000,182.0
13268,1510000,182.0
13449,1520000,181.0
13632,1530000,183.0
13814,1540000,182.0
13995,1550000,181.0
14178,1560000,183.0
14359,1570000,181.0
14541,1580000,182.0
14725,1590000,184.0
14907,1600000,182.0
15089,1610000,182.0
15271,1620000,182.0
15455,1630000,184.0
15638,1640000,183.0
15818,1650000,180.0
16003,1660000,185.0
16185,1670000,182.0
16366,1680000,181.0
16548,1690000,182.0
16729,1700000,181.0
16911,1710000,182.0
17093,1720000,182.0
17274,1730000,181.0
17456,1740000,182.0
17638,1750000,182.0
17819,1760000,181.0
17999,1770000,180.0
18181,1780000,182.0
18364,1790000,183.0
18546,1800000,182.0
18729,1810000,183.0
18914,1820000,185.0
19096,1830000,182.0
19278,1840000,182.0
19459,1850000,181.0
19643,1860000,184.0
19827,1870000,184.0
20009,1880000,182.0
20192,1890000,183.0
20375,1900000,183.0
20557,1910000,182.0
20739,1920000,182.0
20919,1930000,180.0
21103,1940000,184.0
21284,1950000,181.0
21465,1960000,181.0
21646,1970000,181.0
21828,1980000,182.0
22009,1990000,181.0
22192,2000000,183.0
