episodes,mean 100 episode reward,steps
100,0.6,31093
200,0.7,60387
300,0.7,86028
400,0.7,112571
500,0.7,138667
600,0.8,163806
700,0.7,188335
800,0.8,211065
900,0.8,234076
1000,0.8,256382
1100,0.8,277881
1200,0.7,300011
1300,0.7,322903
1400,0.8,342646
1500,0.7,365226
1600,0.8,385811
1700,0.8,406206
1800,0.7,425546
1900,0.8,445474
2000,0.8,464480
2100,0.8,482482
2200,0.8,501644
2300,0.8,519921
2400,0.8,537887
2500,0.8,555557
2600,0.8,575740
2700,0.8,596928
2800,0.7,615798
2900,0.8,633876
3000,0.8,652228
3100,0.8,669343
3200,0.8,685369
3300,0.8,702689
3400,0.8,718013
3500,0.8,733808
3600,0.8,751638
3700,0.8,768864
3800,0.8,786043
3900,0.8,801804
4000,0.8,819534
4100,0.8,835527
4200,0.8,852202
4300,0.8,869377
4400,0.8,885160
4500,0.8,901931
4600,0.8,920728
4700,0.8,938178
4800,0.8,955205
4900,0.8,970241
5000,0.8,987744
5100,0.8,1004687
5200,0.8,1020966
5300,0.8,1036584
5400,0.8,1053304
5500,0.8,1069482
5600,0.8,1084241
5700,0.8,1098209
5800,0.8,1114016
5900,0.8,1131332
6000,0.8,1149750
6100,0.8,1167487
6200,0.8,1183039
6300,0.8,1198880
6400,0.8,1215783
6500,0.8,1233288
6600,0.8,1249069
6700,0.8,1265150
6800,0.8,1279461
6900,0.8,1295726
7000,0.8,1309915
7100,0.8,1326989
7200,0.8,1342617
7300,0.8,1360356
7400,0.8,1377159
7500,0.8,1394092
7600,0.8,1411674
7700,0.8,1426438
7800,0.8,1444317
7900,0.8,1458202
8000,0.8,1473100
8100,0.7,1491353
8200,0.8,1507538
8300,0.8,1522694
8400,0.8,1538706
8500,0.8,1554773
8600,0.8,1569267
8700,0.8,1583247
8800,0.8,1598161
8900,0.8,1612233
9000,0.8,1626037
9100,0.8,1641711
9200,0.8,1654996
9300,0.8,1669736
9400,0.8,1683757
9500,0.8,1700788
9600,0.8,1718438
9700,0.7,1734896
9800,0.8,1751152
9900,0.8,1766046
10000,0.8,1780379
10100,0.8,1795229
10200,0.8,1811501
10300,0.8,1827626
10400,0.8,1843260
10500,0.8,1859212
10600,0.8,1875992
10700,0.8,1890599
10800,0.8,1906312
10900,0.8,1923044
11000,0.8,1938041
11100,0.8,1950925
11200,0.8,1967395
11300,0.8,1981250
11400,0.8,1996892
