episodes,steps,total reward
10,10000,1.0
20,20000,1.0
30,30000,2.0
40,40000,0.0
51,50000,1.0
61,60000,0.0
71,70000,2.0
82,80000,1.0
92,90000,0.0
102,100000,0.0
112,110000,0.0
122,120000,1.0
132,130000,0.0
142,140000,1.0
152,150000,0.0
162,160000,0.0
173,170000,1.0
184,180000,3.0
194,190000,0.0
204,200000,1.0
214,210000,0.0
225,220000,2.0
235,230000,1.0
245,240000,0.0
255,250000,0.0
266,260000,2.0
277,270000,2.0
287,280000,0.0
297,290000,0.0
308,300000,1.0
318,310000,1.0
332,320000,5.0
347,330000,10.0
360,340000,7.0
379,350000,15.0
406,360000,23.0
429,370000,17.0
459,380000,25.0
488,390000,24.0
525,400000,33.0
565,410000,36.0
629,420000,63.0
692,430000,61.0
776,440000,83.0
861,450000,84.0
956,460000,93.0
1050,470000,92.0
1176,480000,125.0
1295,490000,118.0
1393,500000,97.0
1504,510000,111.0
1619,520000,114.0
1730,530000,110.0
1837,540000,106.0
1955,550000,117.0
2098,560000,143.0
2260,570000,162.0
2387,580000,126.0
2549,590000,162.0
2710,600000,162.0
2865,610000,154.0
3023,620000,158.0
3178,630000,156.0
3336,640000,157.0
3489,650000,152.0
3647,660000,158.0
3795,670000,148.0
3956,680000,161.0
4122,690000,166.0
4264,700000,142.0
4413,710000,149.0
4561,720000,147.0
4716,730000,155.0
4878,740000,162.0
5038,750000,160.0
5189,760000,151.0
5348,770000,159.0
5508,780000,160.0
5671,790000,163.0
5818,800000,147.0
5977,810000,159.0
6138,820000,161.0
6292,830000,154.0
6454,840000,162.0
6613,850000,159.0
6758,860000,145.0
6925,870000,167.0
7088,880000,163.0
7254,890000,166.0
7406,900000,152.0
7562,910000,156.0
7715,920000,153.0
7878,930000,163.0
8039,940000,161.0
8195,950000,156.0
8343,960000,147.0
8504,970000,161.0
8668,980000,164.0
8831,990000,163.0
8993,1000000,162.0
9149,1010000,156.0
9317,1020000,168.0
9483,1030000,166.0
9647,1040000,164.0
9809,1050000,162.0
9973,1060000,164.0
10122,1070000,149.0
10268,1080000,146.0
10438,1090000,170.0
10596,1100000,158.0
10746,1110000,150.0
10916,1120000,170.0
11084,1130000,168.0
11250,1140000,166.0
11417,1150000,167.0
11579,1160000,162.0
11735,1170000,156.0
11897,1180000,161.0
12066,1190000,169.0
12235,1200000,169.0
12401,1210000,166.0
12567,1220000,166.0
12729,1230000,162.0
12883,1240000,154.0
13045,1250000,162.0
13207,1260000,162.0
13359,1270000,152.0
13520,1280000,161.0
13689,1290000,169.0
13853,1300000,164.0
14021,1310000,168.0
14186,1320000,165.0
14345,1330000,159.0
14509,1340000,164.0
14669,1350000,160.0
14831,1360000,162.0
14998,1370000,167.0
15166,1380000,168.0
15318,1390000,151.0
15483,1400000,165.0
15649,1410000,166.0
15818,1420000,169.0
15985,1430000,167.0
16141,1440000,156.0
16309,1450000,168.0
16472,1460000,163.0
16639,1470000,167.0
16797,1480000,158.0
16963,1490000,166.0
17130,1500000,167.0
17285,1510000,155.0
17447,1520000,162.0
17610,1530000,163.0
17776,1540000,166.0
17943,1550000,167.0
18107,1560000,164.0
18276,1570000,169.0
18443,1580000,167.0
18609,1590000,166.0
18776,1600000,167.0
18928,1610000,151.0
19079,1620000,151.0
19236,1630000,157.0
19391,1640000,155.0
19544,1650000,153.0
19697,1660000,153.0
19866,1670000,169.0
20031,1680000,165.0
20197,1690000,166.0
20364,1700000,167.0
20530,1710000,166.0
20698,1720000,168.0
20863,1730000,165.0
21029,1740000,166.0
21197,1750000,168.0
21359,1760000,162.0
21524,1770000,165.0
21689,1780000,165.0
21856,1790000,167.0
22022,1800000,166.0
22189,1810000,167.0
22354,1820000,165.0
22515,1830000,162.0
22681,1840000,165.0
22849,1850000,168.0
23011,1860000,162.0
23177,1870000,166.0
23345,1880000,168.0
23507,1890000,162.0
23670,1900000,163.0
23836,1910000,166.0
24005,1920000,169.0
24168,1930000,163.0
24336,1940000,168.0
24500,1950000,164.0
24666,1960000,166.0
24835,1970000,169.0
24996,1980000,161.0
25159,1990000,163.0
25309,2000000,150.0
