episodes,mean 100 episode reward,steps
100,-379.5,92293
200,-166.4,174561
300,379.4,229570
400,716.6,262620
500,798.2,288464
600,832.4,309947
700,855.0,331283
800,877.7,350370
900,849.9,371074
1000,870.0,389779
1100,874.6,409404
1200,842.6,429087
1300,889.8,445419
1400,910.3,459865
1500,866.6,476685
1600,906.0,491879
1700,858.8,510125
1800,905.2,525687
1900,926.2,539220
2000,898.9,554102
2100,926.1,567799
2200,927.1,581312
2300,916.6,594837
2400,933.2,607285
2500,896.0,622682
2600,915.5,636577
2700,911.5,651172
2800,901.9,665610
2900,900.5,680361
3000,891.1,694994
3100,900.8,709675
3200,892.1,724177
3300,937.6,735911
3400,917.9,749449
3500,926.1,761503
3600,927.5,773437
3700,921.2,786330
3800,918.5,799819
3900,922.6,812629
4000,940.3,823920
4100,922.5,836768
4200,940.7,848171
4300,925.4,860485
4400,925.4,872766
4500,910.6,886061
4600,936.0,898349
4700,944.9,909062
4800,939.9,920678
4900,937.1,932785
5000,941.2,944075
5100,943.8,954899
5200,933.8,967608
5300,946.1,977982
5400,925.5,990333
5500,911.4,1003328
5600,928.2,1015167
5700,937.7,1027112
5800,944.6,1037828
5900,911.5,1050889
6000,924.5,1063426
6100,945.7,1073904
6200,947.2,1084148
6300,913.8,1096757
6400,943.8,1107629
6500,916.0,1119919
6600,927.3,1131904
6700,943.5,1142878
6800,946.8,1153191
6900,930.2,1164631
7000,901.4,1177661
7100,913.5,1190252
7200,947.1,1200387
7300,926.2,1212549
7400,945.3,1223116
7500,942.2,1234203
7600,948.6,1244098
7700,928.0,1255830
7800,940.3,1267204
7900,944.4,1277966
8000,943.7,1288848
8100,947.4,1299055
8200,929.8,1310626
8300,910.5,1323663
8400,945.0,1334301
8500,929.4,1345934
8600,943.9,1356743
8700,916.1,1368872
8800,946.7,1379181
8900,934.0,1389881
9000,928.8,1401560
9100,946.8,1411901
9200,931.9,1423069
9300,941.5,1434315
9400,938.2,1446143
9500,924.7,1458557
9600,948.4,1468595
9700,947.0,1478897
9800,928.5,1490623
9900,914.4,1503041
10000,949.6,1512780
10100,951.4,1522261
10200,902.7,1534993
10300,935.0,1545548
10400,902.8,1558281
10500,936.5,1568483
10600,934.8,1579050
10700,933.7,1590065
10800,931.4,1601312
10900,933.5,1612145
11000,933.6,1623084
11100,932.8,1634194
11200,933.0,1645190
11300,943.5,1656083
11400,949.9,1665872
11500,949.0,1675870
11600,951.1,1685458
11700,945.0,1696107
11800,946.4,1706568
11900,950.6,1716237
12000,951.1,1725804
12100,933.5,1736742
12200,950.9,1746346
12300,951.1,1755869
12400,949.1,1765843
12500,946.7,1776205
12600,943.7,1787131
12700,921.1,1798476
12800,930.6,1809856
12900,917.3,1821766
13000,935.9,1832164
13100,952.6,1841419
13200,952.5,1850627
13300,948.8,1860579
13400,951.9,1869960
13500,938.1,1879981
13600,945.2,1890585
13700,953.5,1899652
13800,947.7,1909739
13900,953.5,1918767
14000,935.9,1929147
14100,937.7,1939195
14200,935.4,1949661
14300,946.4,1959999
14400,937.9,1970034
14500,939.0,1979873
14600,955.0,1988659
14700,953.3,1997783
14800,923.2,2008686
14900,951.7,2018110
15000,934.0,2028864
15100,953.1,2038084
15200,953.0,2047227
15300,950.8,2056750
15400,952.9,2065965
15500,943.8,2076838
15600,952.0,2086202
15700,906.3,2098244
15800,947.6,2108321
15900,935.6,2118829
16000,955.7,2127524
16100,952.7,2136825
16200,954.2,2145871
16300,953.2,2155110
16400,953.6,2164252
16500,953.8,2173302
16600,954.1,2182335
16700,948.0,2192471
16800,954.4,2201478
16900,937.1,2211793
17000,937.9,2221853
17100,907.3,2233711
17200,939.2,2243495
17300,924.6,2254135
17400,940.3,2263742
17500,907.7,2275501
17600,952.1,2284824
17700,952.0,2294169
17800,951.6,2303608
17900,955.9,2312217
18000,953.0,2321374
18100,920.5,2332661
18200,951.5,2342025
18300,951.9,2351394
18400,952.1,2360726
18500,952.4,2370007
18600,949.4,2379831
18700,905.9,2391888
18800,952.9,2401062
18900,951.6,2410499
19000,955.4,2419286
19100,918.9,2430963
19200,939.3,2440778
19300,950.0,2450422
19400,911.0,2461605
19500,940.2,2471221
19600,957.0,2479617
19700,953.7,2488599
19800,938.8,2498465
19900,950.6,2508008
20000,952.4,2517254
20100,935.5,2527668
20200,938.9,2537484
20300,948.6,2547375
20400,952.0,2556719
20500,954.6,2565535
20600,952.8,2574696
20700,953.1,2583780
20800,923.0,2594650
20900,954.2,2603553
21000,939.4,2613204
21100,956.8,2621615
21200,920.8,2632789
21300,952.9,2641946
21400,936.5,2652186
21500,934.0,2662804
21600,936.7,2672986
21700,951.4,2682349
21800,934.1,2692900
21900,937.7,2702916
22000,935.1,2713330
22100,955.9,2721811
22200,956.5,2730230
22300,954.5,2739032
22400,954.7,2747748
22500,937.5,2757697
22600,952.3,2766829
22700,937.7,2776755
22800,948.3,2786641
22900,955.7,2795212
23000,950.8,2804647
23100,934.4,2815191
23200,939.7,2824803
23300,955.5,2833405
23400,954.6,2842151
23500,951.8,2851411
23600,955.2,2860062
23700,955.8,2868592
23800,947.9,2878579
23900,939.5,2888291
24000,922.5,2899118
24100,954.0,2907990
24200,954.6,2916778
24300,956.6,2925212
24400,956.1,2933691
24500,949.3,2943458
24600,954.4,2952278
24700,952.2,2961513
24800,956.4,2969938
24900,955.8,2978500
25000,937.6,2988512
25100,956.1,2997022
