episodes,mean 100 episode reward,steps
100,-574.0,98649
200,-598.1,198649
300,-574.1,298051
400,-587.5,398017
500,-586.3,497740
600,-575.6,597430
700,-597.7,697430
800,-598.2,797430
900,-584.7,896858
1000,-597.6,996858
1100,-561.2,1095720
1200,-574.4,1195303
1300,-583.2,1294576
1400,-597.7,1394576
1500,-585.6,1494219
1600,-597.7,1594219
1700,-598.2,1694219
1800,-598.0,1794219
1900,-596.8,1894219
2000,-597.9,1994219
2100,-587.6,2094118
2200,-584.7,2193564
2300,-584.6,2293036
2400,-597.0,2393036
2500,-588.1,2493009
2600,-597.1,2593009
2700,-597.7,2693009
2800,-565.6,2792569
2900,-584.9,2892188
3000,-598.2,2992188
