episodes,steps,total reward
87,10000,16.0
377,20000,204.0
792,30000,330.0
1230,40000,332.0
1654,50000,341.0
2087,60000,339.0
2517,70000,342.0
2950,80000,339.0
3375,90000,340.0
3792,100000,342.0
