episodes,mean 100 episode reward,steps
100,-594.3,98999
200,-582.6,198410
300,-596.0,298410
400,-596.2,398410
500,-561.9,497612
600,-596.8,597612
700,-583.9,697156
800,-573.6,796636
900,-596.6,896636
1000,-586.1,996359
1100,-580.1,1095580
1200,-582.2,1194894
1300,-584.6,1294699
1400,-586.9,1394697
1500,-583.9,1494300
1600,-585.4,1594015
1700,-594.9,1694015
1800,-597.0,1794015
1900,-584.1,1893673
2000,-597.1,1993673
2100,-573.9,2093143
2200,-596.5,2193143
2300,-596.6,2293143
2400,-573.5,2392681
2500,-595.9,2492681
2600,-595.4,2592681
2700,-581.8,2692204
2800,-591.4,2792204
2900,-570.0,2891978
3000,-484.4,2990071
