episodes,mean 100 episode reward,steps
100,-584.5,98978
200,-535.1,196840
300,-559.0,295454
400,-535.0,393356
500,-525.7,491573
600,-549.9,590318
700,-558.4,688815
800,-556.0,787003
900,-576.9,886929
1000,-545.2,985139
1100,-539.5,1082312
1200,-561.2,1181359
1300,-560.3,1280217
1400,-517.1,1376677
1500,-553.0,1475911
1600,-596.5,1575911
1700,-551.1,1674919
1800,-537.7,1773363
1900,-581.3,1872694
2000,-579.7,1972071
2100,-256.4,2057278
2200,389.8,2114955
2300,407.9,2169194
2400,656.7,2202034
2500,-69.2,2275871
2600,-470.9,2369942
2700,-585.6,2469942
2800,-584.4,2569942
2900,-584.7,2669942
3000,-592.3,2769942
3100,-593.8,2869942
3200,-595.0,2969942
