% time spent exploring,episodes,mean 100 episode reward,steps
86,100,0.7,27496
75,200,0.7,49987
66,300,0.8,68302
57,400,0.8,85409
50,500,0.8,99602
44,600,0.8,112812
38,700,0.8,124066
32,800,0.8,135886
27,900,0.8,146350
23,1000,0.8,154194
19,1100,0.8,162405
15,1200,0.8,171209
11,1300,0.8,178613
7,1400,0.8,186381
4,1500,0.8,192979
1,1600,0.8,199866
1,1700,0.8,207534
1,1800,0.8,214909
1,1900,0.8,221563
1,2000,0.8,228102
1,2100,0.8,234718
1,2200,0.8,241026
1,2300,0.8,247087
1,2400,0.8,252873
1,2500,0.8,258097
1,2600,0.8,263842
1,2700,0.8,270032
1,2800,0.8,276573
1,2900,0.8,283516
1,3000,0.8,289567
1,3100,0.8,295877
1,3200,0.8,301266
1,3300,0.8,308099
1,3400,0.8,314145
1,3500,0.8,319701
1,3600,0.8,324407
1,3700,0.8,330432
1,3800,0.8,335787
1,3900,0.8,342264
1,4000,0.8,348365
1,4100,0.8,355473
1,4200,0.8,361317
1,4300,0.8,366975
1,4400,0.8,372484
1,4500,0.8,379012
1,4600,0.9,385088
1,4700,0.8,391155
1,4800,0.8,397405
1,4900,0.9,403440
1,5000,0.9,409674
1,5100,0.8,415000
1,5200,0.9,421118
1,5300,0.8,426893
1,5400,0.8,432042
1,5500,0.8,437148
1,5600,0.8,442339
1,5700,0.9,448969
1,5800,0.9,454714
1,5900,0.8,461651
1,6000,0.9,467549
1,6100,0.9,473343
1,6200,0.9,479891
1,6300,0.9,486152
1,6400,0.9,492021
1,6500,0.9,497228
1,6600,0.9,502754
1,6700,0.9,508803
1,6800,0.9,514560
1,6900,0.9,520861
1,7000,0.9,527243
1,7100,0.9,534009
1,7200,0.9,540446
1,7300,0.9,545868
1,7400,0.9,552034
1,7500,0.8,557337
1,7600,0.8,563246
1,7700,0.8,568779
1,7800,0.8,574789
1,7900,0.9,580452
1,8000,0.8,586690
1,8100,0.8,592609
1,8200,0.8,597558
1,8300,0.8,603435
1,8400,0.8,609231
1,8500,0.8,614165
1,8600,0.9,619402
1,8700,0.8,624264
1,8800,0.8,629613
1,8900,0.8,634965
1,9000,0.8,640722
1,9100,0.8,646444
1,9200,0.8,651917
1,9300,0.8,657571
1,9400,0.8,663258
1,9500,0.8,670247
1,9600,0.8,676402
1,9700,0.8,682261
1,9800,0.9,688166
1,9900,0.8,693674
1,10000,0.8,698624
1,10100,0.8,704801
1,10200,0.8,710733
1,10300,0.9,717364
1,10400,0.8,723629
1,10500,0.8,728892
1,10600,0.8,734314
1,10700,0.8,740702
1,10800,0.9,746778
1,10900,0.9,753507
1,11000,0.8,759278
1,11100,0.9,765263
1,11200,0.9,771248
1,11300,0.9,777136
