% time spent exploring,episodes,mean 100 episode reward,steps
84,100,0.6,31070
73,200,0.8,54264
62,300,0.8,74809
54,400,0.8,91265
46,500,0.8,108537
38,600,0.8,123438
32,700,0.8,135710
26,800,0.8,148348
21,900,0.8,158458
16,1000,0.8,169332
11,1100,0.8,179253
6,1200,0.8,188466
1,1300,0.8,198836
1,1400,0.8,207367
1,1500,0.9,217028
1,1600,0.8,224880
1,1700,0.8,232934
1,1800,0.8,243827
1,1900,0.9,251785
1,2000,0.9,259369
1,2100,0.9,268152
1,2200,0.9,276096
1,2300,0.9,283168
1,2400,0.9,289937
1,2500,0.9,296692
1,2600,0.9,304130
1,2700,0.9,310761
1,2800,0.9,318294
1,2900,0.8,327448
1,3000,0.8,335337
1,3100,0.9,343015
1,3200,0.9,351216
1,3300,0.9,357014
1,3400,0.9,364102
1,3500,0.9,370939
1,3600,0.9,378015
1,3700,0.9,385724
1,3800,0.9,392286
1,3900,0.9,399461
1,4000,0.9,405194
1,4100,0.9,411925
1,4200,0.9,419170
1,4300,0.9,425971
1,4400,0.9,432808
1,4500,0.9,440166
1,4600,0.9,446556
1,4700,0.9,453534
1,4800,0.9,460426
1,4900,0.9,467292
1,5000,0.9,473777
1,5100,0.9,480678
1,5200,0.9,487855
1,5300,0.9,494388
1,5400,1.0,501197
1,5500,0.9,507857
1,5600,1.0,514881
1,5700,1.0,521772
1,5800,1.0,529098
1,5900,1.0,535427
1,6000,1.0,542114
1,6100,0.9,550304
1,6200,0.9,558068
1,6300,0.9,565246
1,6400,0.9,572307
1,6500,0.9,579850
1,6600,0.9,586595
1,6700,0.9,592711
1,6800,0.9,599262
1,6900,0.9,606504
1,7000,0.9,613951
1,7100,1.0,621579
1,7200,1.0,629576
1,7300,1.0,635660
1,7400,1.0,642920
1,7500,1.0,650283
1,7600,0.9,656684
1,7700,0.9,662853
1,7800,0.9,669680
1,7900,0.9,675128
1,8000,0.9,680311
1,8100,1.0,685807
1,8200,0.9,693092
1,8300,0.9,699201
1,8400,1.0,705061
1,8500,0.9,711727
1,8600,1.0,717667
1,8700,0.9,724589
1,8800,0.9,730364
1,8900,0.9,736732
1,9000,1.0,743412
1,9100,1.0,749333
1,9200,1.0,756107
1,9300,0.9,761703
1,9400,0.9,768254
1,9500,0.9,773244
1,9600,1.0,779237
1,9700,0.9,784474
1,9800,0.9,790554
1,9900,0.9,797413
1,10000,0.9,804208
1,10100,0.9,809787
1,10200,0.9,816845
1,10300,0.9,822268
1,10400,0.9,829004
1,10500,1.0,835608
1,10600,1.0,841929
1,10700,1.0,847915
1,10800,1.0,854249
1,10900,1.0,860018
1,11000,0.9,866609
1,11100,0.9,874433
1,11200,1.0,880389
1,11300,0.9,885990
1,11400,0.9,891490
1,11500,0.9,897139
1,11600,0.9,902924
1,11700,0.9,909027
1,11800,0.9,915100
1,11900,0.9,921528
1,12000,0.9,927681
1,12100,1.0,933769
1,12200,1.0,939881
1,12300,1.0,946783
1,12400,1.0,953331
1,12500,1.0,959518
1,12600,1.0,965549
1,12700,1.0,972470
1,12800,1.0,978239
1,12900,1.0,983987
1,13000,1.0,990092
1,13100,1.0,995793
1,13200,1.0,1001549
1,13300,1.0,1007656
1,13400,1.0,1013109
1,13500,1.0,1019936
1,13600,1.0,1025432
1,13700,1.0,1031091
1,13800,1.0,1037171
1,13900,1.0,1043243
1,14000,0.9,1049332
1,14100,1.0,1055560
1,14200,1.0,1062019
1,14300,1.0,1068209
1,14400,1.0,1074539
1,14500,1.0,1081386
1,14600,1.0,1089082
1,14700,1.0,1095543
1,14800,1.0,1102578
1,14900,1.0,1109575
1,15000,1.0,1116384
1,15100,1.0,1123488
1,15200,1.0,1130625
1,15300,1.0,1138196
1,15400,1.0,1144229
1,15500,1.0,1149958
1,15600,1.0,1155995
1,15700,1.0,1161989
1,15800,1.0,1167934
1,15900,1.0,1174479
1,16000,1.0,1180423
1,16100,1.0,1186916
1,16200,1.0,1193391
1,16300,1.0,1200792
1,16400,1.0,1208029
1,16500,1.0,1215664
1,16600,1.0,1222229
1,16700,1.0,1228589
1,16800,1.0,1234757
1,16900,1.0,1240979
1,17000,1.0,1247069
1,17100,1.0,1252984
1,17200,1.0,1259012
1,17300,1.0,1264496
1,17400,1.0,1271904
1,17500,1.0,1277375
1,17600,1.0,1284440
1,17700,1.0,1290898
1,17800,1.0,1296894
1,17900,1.0,1303261
1,18000,1.0,1309554
1,18100,1.0,1315637
1,18200,1.0,1321382
1,18300,1.0,1327501
1,18400,1.0,1332636
1,18500,0.9,1337514
1,18600,0.9,1342379
1,18700,1.0,1347936
1,18800,1.0,1353205
1,18900,1.0,1359121
1,19000,1.0,1364252
1,19100,1.0,1369504
1,19200,0.9,1375214
1,19300,0.9,1380061
1,19400,1.0,1385017
1,19500,1.0,1389979
1,19600,1.0,1395523
1,19700,1.0,1400596
1,19800,1.0,1405910
1,19900,1.0,1412035
1,20000,1.0,1417131
1,20100,1.0,1422159
1,20200,1.0,1428706
1,20300,1.0,1433997
1,20400,1.0,1439993
1,20500,1.0,1446199
1,20600,1.0,1452230
1,20700,1.0,1457157
1,20800,1.0,1462271
1,20900,1.0,1467710
1,21000,1.0,1473235
1,21100,1.0,1478689
1,21200,1.0,1484000
1,21300,1.0,1490305
1,21400,1.0,1496236
1,21500,1.0,1501765
1,21600,1.0,1506869
1,21700,1.0,1512181
1,21800,1.0,1517588
1,21900,1.0,1523370
1,22000,1.0,1528511
1,22100,1.0,1534489
1,22200,1.0,1541115
1,22300,1.0,1546444
1,22400,1.0,1552885
1,22500,1.0,1558076
1,22600,1.0,1562983
1,22700,1.0,1567779
1,22800,1.0,1572978
1,22900,1.0,1577909
1,23000,1.0,1582749
1,23100,1.0,1587910
1,23200,1.0,1592429
1,23300,1.0,1597364
1,23400,1.0,1602001
1,23500,1.0,1608427
1,23600,1.0,1613725
1,23700,1.0,1619568
1,23800,1.0,1624066
1,23900,1.0,1629200
1,24000,1.0,1634235
1,24100,1.0,1640666
1,24200,1.0,1647201
1,24300,1.0,1653183
1,24400,1.0,1658895
1,24500,1.0,1664525
1,24600,1.0,1671196
1,24700,1.0,1678507
1,24800,1.0,1684921
1,24900,1.0,1690504
1,25000,1.0,1695285
1,25100,1.0,1701085
1,25200,1.0,1706791
1,25300,1.0,1712662
1,25400,1.0,1718582
1,25500,1.0,1723807
1,25600,1.0,1729189
1,25700,1.0,1734073
1,25800,1.0,1739128
1,25900,1.0,1744499
1,26000,1.0,1750760
1,26100,1.0,1756234
1,26200,1.0,1761367
1,26300,1.0,1766336
1,26400,1.0,1772282
1,26500,1.0,1777843
1,26600,1.0,1782518
1,26700,1.0,1787431
1,26800,1.0,1792066
1,26900,1.0,1796699
1,27000,1.0,1801781
1,27100,1.0,1807222
1,27200,1.0,1812742
1,27300,1.0,1818043
1,27400,1.0,1823372
1,27500,1.0,1829255
1,27600,1.0,1835120
1,27700,1.0,1841583
1,27800,1.0,1847424
1,27900,1.0,1853015
1,28000,1.0,1857796
1,28100,1.0,1863775
1,28200,1.0,1869445
1,28300,1.0,1874979
1,28400,1.0,1880343
1,28500,1.0,1887186
1,28600,1.0,1893489
1,28700,1.0,1901526
1,28800,1.0,1907920
1,28900,1.0,1913296
1,29000,1.0,1919138
1,29100,1.0,1925431
1,29200,1.0,1931938
1,29300,1.0,1938212
1,29400,1.0,1944506
1,29500,1.0,1950641
1,29600,1.0,1956863
1,29700,1.0,1963305
1,29800,1.0,1969644
1,29900,1.0,1975429
1,30000,1.0,1981300
1,30100,1.0,1987451
1,30200,1.0,1992756
1,30300,1.0,1998494
