episodes,mean 100 episode reward,steps
100,-592.8,98999
200,-592.7,198999
300,-592.3,298999
400,-592.8,398999
500,-593.0,498999
600,-592.8,598999
700,-592.7,698999
800,-593.3,798999
900,-592.4,898999
1000,-592.8,998999
1100,-592.4,1098999
1200,-592.9,1198999
1300,-593.2,1298999
1400,-592.8,1398999
1500,-592.9,1498999
1600,-593.0,1598999
1700,-592.5,1698999
1800,-592.7,1798999
1900,-592.8,1898999
2000,-593.1,1998999
2100,-592.6,2098999
2200,-592.4,2198999
2300,-592.3,2298999
2400,-592.7,2398999
2500,-592.9,2498999
2600,-592.9,2598999
2700,-592.5,2698999
2800,-593.1,2798999
2900,-592.8,2898999
3000,-592.9,2998999
