episodes,mean 100 episode reward,steps
100,-596.2,98999
200,-596.5,198999
300,-595.8,298999
400,-597.3,398999
500,-595.4,498999
600,-587.2,598999
700,-597.3,698999
800,-596.4,798999
900,-596.9,898999
1000,-597.1,998999
1100,-596.4,1098999
1200,-596.8,1198999
1300,-597.3,1298999
1400,-595.3,1398999
1500,-569.4,1498999
1600,-580.0,1598999
1700,-570.1,1698999
1800,-517.9,1798999
1900,-553.6,1898999
2000,-569.4,1998999
2100,-564.4,2098999
2200,-565.6,2198999
2300,-477.0,2298999
2400,-486.9,2398999
2500,-514.1,2498999
2600,-549.2,2598999
2700,-570.7,2698999
2800,-555.7,2798999
2900,-555.0,2898999
3000,-564.0,2998999
