episodes,steps,total reward
178,10000,94.0
594,20000,330.0
1039,30000,356.0
1502,40000,366.0
1947,50000,359.0
2391,60000,367.0
2847,70000,364.0
3305,80000,365.0
3767,90000,371.0
4214,100000,362.0
