episodes,mean 100 episode reward,steps
100,-577.8,98570
200,-584.9,198542
300,-596.4,298542
400,-581.5,397744
500,-582.6,497656
600,-583.1,597642
700,-596.9,697642
800,-594.4,797642
900,-584.0,897294
1000,-570.5,996337
1100,-583.2,1095689
1200,-595.8,1195689
1300,-595.4,1295689
1400,-558.2,1394307
1500,-595.8,1494307
1600,-595.3,1594307
1700,-571.4,1693385
1800,-567.7,1792163
1900,-581.2,1891534
2000,-569.2,1990492
2100,-582.1,2089826
2200,-583.6,2189383
2300,-581.9,2288969
2400,-595.1,2388969
2500,-594.3,2488969
2600,-581.4,2588393
2700,-584.7,2688075
2800,-572.8,2787617
2900,-595.6,2887617
3000,-595.0,2987617
