episodes,mean 100 episode reward,steps
100,0.0,4094
200,0.0,7780
300,0.0,11844
400,0.0,15828
500,0.0,20267
600,0.0,24292
700,0.0,28626
800,0.0,33497
900,0.0,37899
1000,0.0,42423
1100,0.0,47387
1200,0.0,51681
1300,0.0,56413
1400,0.0,61825
1500,0.0,66806
1600,0.0,71059
1700,0.0,75879
1800,0.0,81212
1900,0.0,86324
2000,0.0,91942
2100,0.0,97399
2200,0.0,102107
2300,0.0,106672
2400,0.0,111484
2500,0.0,116073
2600,0.1,121478
2700,0.1,126774
2800,0.0,132014
2900,0.1,136749
3000,0.0,141671
3100,0.0,147028
3200,0.0,152518
3300,0.0,157632
3400,0.0,162656
3500,0.0,167678
3600,0.0,173033
3700,0.1,178314
3800,0.1,184685
3900,0.0,189902
4000,0.1,195221
4100,0.1,200710
4200,0.1,205839
4300,0.0,211045
4400,0.2,216799
4500,0.1,221821
4600,0.1,226915
4700,0.0,231672
4800,0.1,236919
4900,0.1,242790
5000,0.1,248593
5100,0.0,253383
5200,0.1,258504
5300,0.1,263317
5400,0.1,268727
5500,0.1,273612
5600,0.1,279229
5700,0.1,283866
5800,0.2,288238
5900,0.1,292924
6000,0.1,297432
6100,0.0,302660
6200,0.0,307879
6300,0.1,313244
6400,0.1,318774
6500,0.1,324034
6600,0.2,328668
6700,0.2,334052
6800,0.1,339885
6900,0.1,344934
7000,0.1,349631
7100,0.1,354417
7200,0.1,359121
7300,0.2,364248
7400,0.1,369652
7500,0.2,375030
7600,0.2,380953
7700,0.1,385830
7800,0.2,391311
7900,0.1,396461
8000,0.3,402314
8100,0.2,408491
8200,0.3,414792
8300,0.1,419823
8400,0.2,426528
8500,0.2,432492
8600,0.1,437390
8700,0.1,443125
8800,0.1,448517
8900,0.1,454731
9000,0.1,460461
9100,0.1,465776
9200,0.1,470972
9300,0.1,476368
9400,0.2,482154
9500,0.1,488198
9600,0.3,494298
9700,0.4,499895
9800,0.3,505844
9900,0.2,511217
10000,0.3,516809
10100,0.2,521510
10200,0.2,526882
10300,0.1,531789
10400,0.3,537370
10500,0.1,542897
10600,0.2,549492
10700,0.2,555643
10800,0.1,561264
10900,0.1,567229
11000,0.1,573373
11100,0.0,579551
11200,0.1,584939
11300,0.2,590206
11400,0.1,596060
11500,0.2,601045
11600,0.2,605806
11700,0.1,610448
11800,0.1,615695
11900,0.1,620225
12000,0.0,624824
12100,0.0,630371
12200,0.1,636558
12300,0.2,641679
12400,0.1,646760
12500,0.4,652682
12600,0.2,659038
12700,0.3,665482
12800,0.1,671422
12900,0.2,676226
13000,0.3,683448
13100,0.4,690462
13200,0.2,697122
13300,0.4,703499
13400,0.6,709019
13500,0.4,714320
13600,0.3,719550
13700,0.3,725833
13800,0.2,732583
13900,0.3,737807
14000,0.4,743724
14100,0.3,749864
14200,0.4,756439
14300,0.4,762318
14400,0.2,768741
14500,0.3,774574
14600,0.4,780086
14700,0.4,785728
14800,0.5,791279
14900,0.4,796528
15000,0.4,802051
15100,0.3,807497
15200,0.2,812999
15300,0.3,818465
15400,0.4,823830
15500,0.5,829409
15600,0.4,834605
15700,0.5,839540
15800,0.6,845460
15900,0.4,850896
16000,0.6,856232
16100,0.5,861228
16200,0.8,866790
16300,0.5,872334
16400,0.5,878201
16500,0.4,883886
16600,0.6,889606
16700,0.4,895917
16800,0.4,902315
16900,0.4,907788
17000,0.4,912584
17100,0.4,917969
17200,0.5,923244
17300,0.4,928459
17400,0.5,933858
17500,0.6,939640
17600,0.4,944961
17700,0.8,950295
17800,0.4,955926
17900,0.4,961702
18000,0.5,967377
18100,0.6,972965
18200,0.8,978583
18300,0.7,983772
18400,0.7,989119
18500,0.7,994518
18600,0.6,1000449
18700,0.4,1006477
18800,0.4,1012070
18900,0.6,1017811
19000,0.6,1023530
19100,0.4,1028604
19200,0.5,1033888
19300,0.6,1039553
19400,0.5,1044865
19500,0.5,1050029
19600,0.5,1055717
19700,0.3,1061198
19800,0.6,1066302
19900,0.6,1071473
20000,0.8,1076619
20100,0.8,1081965
20200,0.8,1087292
20300,0.8,1092672
20400,0.7,1098270
20500,0.6,1104009
20600,0.6,1109530
20700,0.2,1115759
20800,0.6,1122014
20900,0.5,1127335
21000,0.8,1133162
21100,0.6,1139482
21200,0.4,1145329
21300,0.7,1150545
21400,0.6,1155854
21500,0.5,1161696
21600,0.4,1167199
21700,0.6,1172907
21800,0.5,1178180
21900,0.5,1184229
22000,0.7,1189731
22100,0.5,1195433
22200,0.7,1200958
22300,0.6,1206566
22400,0.7,1212273
22500,0.5,1217962
22600,0.4,1223675
22700,0.7,1229268
22800,0.7,1234646
22900,0.6,1240147
23000,0.5,1245613
23100,0.7,1251245
23200,0.6,1256928
23300,0.6,1261962
23400,0.7,1267082
23500,0.7,1272085
23600,0.6,1277136
23700,0.8,1282597
23800,0.5,1287685
23900,0.4,1293567
24000,0.6,1298828
24100,0.7,1303942
24200,0.5,1309525
24300,0.5,1315345
24400,0.3,1320523
24500,0.8,1326022
24600,0.6,1331372
24700,0.5,1336589
24800,0.6,1341756
24900,0.7,1347259
25000,0.8,1352475
25100,0.8,1357682
25200,0.8,1362889
25300,0.7,1367987
25400,0.5,1372985
25500,0.6,1378197
25600,0.6,1383534
25700,0.5,1388429
25800,0.5,1394111
25900,0.6,1399507
26000,0.6,1404700
26100,0.6,1409915
26200,0.7,1415607
26300,0.5,1421134
26400,0.6,1426481
26500,0.7,1432027
26600,0.7,1437092
26700,0.6,1442060
26800,0.4,1448314
26900,0.4,1454451
27000,0.6,1460119
27100,0.6,1465466
27200,0.6,1471172
27300,0.6,1476790
27400,0.7,1482403
27500,0.7,1487691
27600,0.5,1492926
27700,0.8,1498335
27800,0.8,1503619
27900,0.8,1508715
28000,0.7,1514167
28100,0.8,1519642
28200,0.4,1525433
28300,0.6,1530633
28400,0.7,1535554
28500,0.9,1540885
28600,0.6,1546761
28700,0.6,1551940
28800,0.6,1556848
28900,0.7,1561792
29000,0.7,1566901
29100,0.8,1572727
29200,0.7,1578065
29300,0.6,1582884
29400,0.8,1587931
29500,0.7,1592777
29600,0.8,1598227
29700,0.8,1603774
29800,0.8,1609165
29900,0.7,1614519
30000,0.9,1619903
30100,0.7,1625459
30200,0.9,1630720
30300,0.7,1636365
30400,0.4,1642240
30500,0.8,1647410
30600,0.7,1652474
30700,0.8,1657527
30800,0.8,1662656
30900,0.8,1667566
31000,0.8,1672692
31100,0.7,1677836
31200,0.8,1683103
31300,0.8,1688646
31400,0.9,1694063
31500,0.8,1699387
31600,0.8,1704777
31700,0.8,1709904
31800,0.9,1715017
31900,0.7,1720896
32000,0.6,1726541
32100,0.5,1733676
32200,0.5,1740634
32300,0.6,1746976
32400,0.6,1752968
32500,0.8,1757983
32600,0.8,1763526
32700,0.8,1768975
32800,0.8,1774026
32900,0.8,1779293
33000,0.8,1784633
33100,0.8,1789846
33200,0.8,1794760
33300,0.8,1799871
33400,0.8,1804993
33500,0.8,1810470
33600,0.8,1815618
33700,0.6,1820439
33800,0.4,1825932
33900,0.8,1831069
34000,0.8,1836317
34100,0.9,1841818
34200,0.8,1847263
34300,0.6,1852311
34400,0.7,1858426
34500,0.5,1864698
34600,0.3,1870408
34700,0.2,1874851
34800,0.6,1880224
34900,0.4,1884998
35000,0.6,1890029
35100,0.4,1894856
35200,0.4,1900130
35300,0.8,1905540
35400,0.6,1910947
35500,0.7,1916399
35600,0.9,1922094
35700,0.7,1927629
35800,0.8,1933022
35900,0.8,1938388
36000,0.5,1944023
36100,0.6,1949389
36200,0.7,1954857
36300,0.7,1960393
36400,0.6,1966103
36500,0.7,1971052
36600,0.8,1976354
36700,0.8,1981567
36800,0.9,1987318
36900,0.8,1992986
37000,0.8,1998539
