episodes,steps,total reward
122,10000,44.0
314,20000,131.0
773,30000,366.0
1267,40000,397.0
1747,50000,393.0
2229,60000,383.0
2717,70000,385.0
3191,80000,397.0
3673,90000,391.0
4155,100000,391.0
