episodes,mean 100 episode reward,steps
100,-347.5,89719
200,639.3,131564
300,680.4,165476
400,719.9,196010
500,833.3,219280
600,776.5,245360
700,825.0,268485
800,840.9,290662
900,830.3,312855
1000,863.9,332761
1100,894.0,350947
1200,880.3,369850
1300,893.3,388443
1400,867.5,408068
1500,899.3,425760
1600,882.8,444587
1700,871.4,463711
1800,887.0,481901
1900,888.8,499766
2000,907.3,516295
2100,908.7,532622
2200,909.6,548853
2300,894.3,565931
2400,860.1,585413
2500,905.3,602295
2600,861.7,621622
2700,905.3,638538
2800,903.9,655667
2900,887.8,673871
3000,904.2,690921
3100,844.2,711334
3200,859.0,730950
3300,785.7,754812
3400,828.5,776438
3500,757.3,801683
3600,684.9,831116
3700,683.5,860569
3800,494.8,900861
3900,363.8,948576
4000,397.4,994405
4100,524.3,1032946
4200,655.1,1063607
4300,861.0,1082728
4400,846.8,1102653
4500,819.0,1124090
4600,878.0,1142149
4700,874.6,1160684
4800,875.8,1179087
4900,831.0,1200150
5000,874.4,1218827
5100,802.4,1241467
5200,861.3,1261122
5300,861.8,1280403
5400,876.2,1298926
5500,820.4,1320825
5600,802.3,1343790
5700,701.7,1372492
5800,817.9,1394453
5900,801.6,1417669
6000,817.7,1439858
6100,700.3,1468734
6200,755.3,1494729
6300,699.3,1523913
6400,654.1,1555662
6500,700.4,1584825
6600,609.6,1619208
6700,724.6,1647611
6800,690.0,1678528
6900,677.1,1709787
7000,549.5,1749308
7100,767.4,1777207
7200,684.8,1808900
7300,798.5,1834421
7400,793.8,1859170
7500,813.0,1881960
7600,841.1,1903350
7700,804.9,1927394
7800,842.1,1948585
7900,820.1,1971799
8000,814.2,1994137
8100,840.2,2015350
8200,856.0,2035620
8300,812.0,2058387
8400,791.8,2082777
8500,785.6,2106377
8600,800.8,2129025
8700,846.7,2149017
8800,824.6,2171038
8900,727.3,2197876
9000,800.4,2220798
9100,860.7,2240134
9200,891.7,2257703
9300,817.1,2279509
9400,891.3,2297072
9500,875.5,2315598
9600,874.9,2334228
9700,891.4,2351946
9800,847.7,2372042
9900,844.8,2392673
10000,878.1,2410935
10100,863.7,2430023
10200,819.1,2451609
10300,902.7,2469105
10400,876.8,2487568
10500,892.4,2505133
10600,906.3,2521841
10700,842.7,2542831
10800,856.2,2563164
10900,876.8,2581598
11000,802.9,2604246
11100,853.1,2625177
11200,892.4,2642703
11300,770.7,2667504
11400,836.8,2689432
11500,785.5,2715090
11600,787.5,2742101
11700,717.6,2774300
11800,651.2,2807593
11900,674.9,2838496
12000,708.7,2867157
12100,688.2,2895930
12200,785.6,2919971
12300,762.0,2944742
12400,771.5,2969705
12500,746.8,2995468
