episodes,steps,total reward
131,10000,49.0
447,20000,247.0
931,30000,392.0
1415,40000,389.0
1893,50000,392.0
2376,60000,385.0
2866,70000,389.0
3353,80000,394.0
3830,90000,390.0
4307,100000,396.0
