episodes,steps,total reward
160,10000,74.0
499,20000,246.0
851,30000,255.0
1215,40000,256.0
1580,50000,256.0
1935,60000,267.0
2292,70000,262.0
2657,80000,261.0
3025,90000,258.0
3386,100000,260.0
