episodes,mean 100 episode reward,steps
100,0.6,32212
200,0.7,60243
300,0.7,89480
400,0.7,115975
500,0.7,141865
600,0.7,168594
700,0.7,193649
800,0.7,216177
900,0.7,239725
1000,0.8,262403
1100,0.7,282850
1200,0.8,300473
1300,0.8,319136
1400,0.7,339112
1500,0.8,358115
1600,0.7,377450
1700,0.7,396239
1800,0.8,414396
1900,0.7,432926
2000,0.8,451350
2100,0.8,471376
2200,0.8,486486
2300,0.8,502964
2400,0.8,521722
2500,0.7,541279
2600,0.8,559848
2700,0.7,579126
2800,0.7,597222
2900,0.8,613755
3000,0.8,628183
3100,0.8,645386
3200,0.7,665480
3300,0.7,684087
3400,0.8,702424
3500,0.8,719978
3600,0.8,736686
3700,0.8,756781
3800,0.8,774499
3900,0.8,789988
4000,0.8,804814
4100,0.8,820840
4200,0.8,839616
4300,0.8,855247
4400,0.8,871718
4500,0.8,886651
4600,0.8,902819
4700,0.8,918164
4800,0.8,935173
4900,0.8,952215
5000,0.7,968279
5100,0.8,989026
5200,0.8,1005932
5300,0.8,1023590
5400,0.8,1041614
5500,0.8,1055547
5600,0.8,1071348
5700,0.8,1088313
5800,0.8,1105072
5900,0.8,1124440
6000,0.8,1140957
6100,0.8,1157254
6200,0.8,1172526
6300,0.7,1189596
6400,0.8,1206547
6500,0.8,1221013
6600,0.8,1237495
6700,0.8,1253629
6800,0.7,1270923
6900,0.8,1287294
7000,0.8,1305510
7100,0.8,1321108
7200,0.8,1336202
7300,0.8,1352063
7400,0.8,1369078
7500,0.8,1386759
7600,0.7,1406802
7700,0.8,1425341
7800,0.8,1442630
7900,0.7,1462506
8000,0.7,1482025
8100,0.8,1497860
8200,0.8,1512607
8300,0.7,1531637
8400,0.7,1550048
8500,0.8,1566246
8600,0.8,1583216
8700,0.7,1601217
8800,0.7,1620059
8900,0.8,1636622
9000,0.8,1656252
9100,0.8,1674757
9200,0.8,1691519
9300,0.8,1708421
9400,0.8,1725745
9500,0.8,1741865
9600,0.7,1758720
9700,0.7,1777349
9800,0.8,1794360
9900,0.7,1814913
10000,0.8,1832953
10100,0.8,1849070
10200,0.7,1867761
10300,0.8,1886907
10400,0.7,1907131
10500,0.7,1924510
10600,0.8,1944446
10700,0.8,1961478
10800,0.8,1980719
10900,0.8,1999369
