episodes,steps,total reward
80,10000,2.0
139,20000,2.0
297,30000,92.0
729,40000,321.0
1185,50000,353.0
1644,60000,367.0
2098,70000,363.0
2554,80000,370.0
3017,90000,372.0
3469,100000,355.0
