episodes,mean 100 episode reward,steps
100,-584.5,98999
200,-585.8,198999
300,-596.7,298999
400,-586.2,398999
500,-596.5,498999
600,-597.6,598999
700,-597.4,698999
800,-594.4,798999
900,-593.7,898999
1000,-570.4,998999
1100,-593.1,1098999
1200,-575.5,1198999
1300,-579.7,1298999
1400,-567.0,1398999
1500,-571.7,1498999
1600,-559.2,1598999
1700,-566.7,1698999
1800,-525.8,1798999
1900,-498.3,1898999
2000,-467.8,1998999
2100,-478.6,2098999
2200,-451.5,2198999
2300,-546.1,2298999
2400,-566.0,2398999
2500,-554.8,2498999
2600,-561.2,2598999
2700,-558.0,2698999
2800,-564.0,2798999
2900,-559.3,2898999
3000,-573.6,2998999
