episodes,steps,total reward
186,10000,97.0
602,20000,335.0
1051,30000,365.0
1517,40000,364.0
1979,50000,360.0
2429,60000,358.0
2891,70000,372.0
3337,80000,369.0
3789,90000,365.0
4247,100000,356.0
