% time spent exploring,episodes,mean 100 episode reward,steps
83,100,0.6,33567
67,200,0.6,65350
52,300,0.6,96845
37,400,0.7,125687
24,500,0.7,152426
11,600,0.7,179218
1,700,0.7,203521
1,800,0.7,226904
1,900,0.8,248392
1,1000,0.8,267531
1,1100,0.8,285951
1,1200,0.8,303845
1,1300,0.8,320240
1,1400,0.8,338158
1,1500,0.8,355411
1,1600,0.8,372391
1,1700,0.8,387015
1,1800,0.8,404144
1,1900,0.8,420543
1,2000,0.8,437166
1,2100,0.8,453248
1,2200,0.8,469996
1,2300,0.8,485205
1,2400,0.7,499915
1,2500,0.8,514336
1,2600,0.7,529784
1,2700,0.7,546505
1,2800,0.8,562879
1,2900,0.8,578998
1,3000,0.8,595007
1,3100,0.8,608386
1,3200,0.8,624625
1,3300,0.8,639183
1,3400,0.8,652837
1,3500,0.8,666702
1,3600,0.8,680025
1,3700,0.8,693358
1,3800,0.8,706262
1,3900,0.8,718761
1,4000,0.8,733774
1,4100,0.8,748049
1,4200,0.8,761296
1,4300,0.8,775237
1,4400,0.8,788323
1,4500,0.8,800399
1,4600,0.8,811376
1,4700,0.8,824224
1,4800,0.8,836819
1,4900,0.8,849185
1,5000,0.8,860001
1,5100,0.8,872253
1,5200,0.8,883122
1,5300,0.8,893828
1,5400,0.8,905477
1,5500,0.8,916950
1,5600,0.8,927307
1,5700,0.8,939014
1,5800,0.8,949301
1,5900,0.8,959040
1,6000,0.8,970845
1,6100,0.8,982635
1,6200,0.8,994231
1,6300,0.8,1005154
1,6400,0.8,1016058
1,6500,0.8,1027883
1,6600,0.8,1038401
1,6700,0.8,1052024
1,6800,0.9,1064961
1,6900,0.9,1075633
1,7000,0.9,1086496
1,7100,0.9,1097968
1,7200,0.9,1109736
1,7300,0.9,1120175
1,7400,0.9,1131947
1,7500,0.9,1143001
1,7600,0.9,1153834
1,7700,0.9,1165984
1,7800,0.8,1178159
1,7900,0.9,1189329
1,8000,0.9,1201548
1,8100,0.9,1211978
1,8200,0.8,1222350
1,8300,0.9,1231556
1,8400,0.9,1241318
1,8500,0.9,1252832
1,8600,0.9,1263420
1,8700,0.9,1276054
1,8800,0.9,1286787
1,8900,0.9,1298667
1,9000,0.9,1309565
1,9100,0.9,1321089
1,9200,0.9,1331419
1,9300,0.9,1341149
1,9400,0.9,1349959
1,9500,1.0,1357617
1,9600,0.9,1366876
1,9700,0.9,1377403
1,9800,1.0,1386329
1,9900,0.9,1395268
1,10000,1.0,1405314
1,10100,1.0,1415036
1,10200,1.0,1423239
1,10300,1.0,1430422
1,10400,1.0,1437214
1,10500,0.9,1445092
1,10600,1.0,1453045
1,10700,0.9,1466195
1,10800,0.9,1475945
1,10900,0.9,1485207
1,11000,1.0,1494032
1,11100,1.0,1502661
1,11200,1.0,1513738
1,11300,1.0,1522631
1,11400,1.0,1531927
1,11500,1.0,1541324
1,11600,1.0,1550623
1,11700,1.0,1558698
1,11800,1.0,1566857
1,11900,1.0,1576029
1,12000,1.0,1585436
1,12100,1.0,1592711
1,12200,1.0,1600997
1,12300,1.0,1610528
1,12400,1.0,1620118
1,12500,1.0,1628980
1,12600,1.0,1637397
1,12700,1.0,1646652
1,12800,1.0,1655924
1,12900,1.0,1665087
1,13000,1.0,1672871
1,13100,1.0,1681249
1,13200,1.0,1688737
1,13300,1.0,1697667
1,13400,0.9,1707427
1,13500,1.0,1716605
1,13600,1.0,1726078
1,13700,1.0,1734598
1,13800,1.0,1743873
1,13900,1.0,1751316
1,14000,1.0,1759319
1,14100,1.0,1767623
1,14200,1.0,1775265
1,14300,1.0,1783749
1,14400,1.0,1793052
1,14500,0.9,1802006
1,14600,1.0,1810678
1,14700,1.0,1819640
1,14800,1.0,1828092
1,14900,1.0,1835310
1,15000,1.0,1843313
1,15100,1.0,1851882
1,15200,1.0,1858805
1,15300,1.0,1865852
1,15400,1.0,1872924
1,15500,1.0,1880282
1,15600,1.0,1887416
1,15700,1.0,1894755
1,15800,1.0,1903421
1,15900,1.0,1911864
1,16000,1.0,1920508
1,16100,1.0,1929217
1,16200,1.0,1938475
1,16300,1.0,1947010
1,16400,1.0,1953497
1,16500,1.0,1961377
1,16600,1.0,1969484
1,16700,1.0,1976838
1,16800,1.0,1984184
1,16900,1.0,1992501
