param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,rollout/return_history_std,rollout/return_std,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.17056425244126316,62.53091812133789,8.878795623779297,6.799697985115927e-06,0.999985933303833,63.400352478027344,8.900447845458984,0.015272138640284538,0.9681016802787781,27.825227737426758,0.11988239735364914,0.9560590386390686,1000.0,2.0,-557.0541381835938,-557.0541381835938,7.31500244140625,7.31500244140625,9.341625452041626,2.0,1,2000,214.09550300080775,-60.94871520996094,4.51533842086792,0.15133358538150787
0.16067924131698763,125.2987289428711,12.600394248962402,8.396307862312824e-07,0.9999984502792358,126.18708801269531,11.926225662231445,-0.022962776944041252,0.9940456748008728,62.137081146240234,0.04531778395175934,0.9745001792907715,1000.0,4.0,-571.0252075195312,-571.0252075195312,16.426454544067383,16.426454544067383,18.189107418060303,4.0,2,4000,219.91183558728812,-126.64035034179688,18.541275024414062,0.6551055908203125
0.16720346283821505,181.45994567871094,15.280759811401367,1.6291936333345802e-07,0.9999997019767761,182.06661987304688,15.4301118850708,-0.0372660756111145,0.9759727716445923,88.1292724609375,0.029450057074427605,0.9820839166641235,1000.0,6.0,-579.2142944335938,-579.2142944335938,17.796123504638672,17.796123504638672,27.67296266555786,6.0,3,6000,216.8181293963035,-178.728515625,11.05864143371582,9.146610864263494e-07
0.16067924131698763,225.87982177734375,18.344329833984375,7.748603536583687e-08,0.9999998807907104,226.1537322998047,18.45119857788086,3.556410632654661e-08,0.9999998807907104,117.59583282470703,0.05500228703022003,0.9796252250671387,1000.0,8.0,-577.615234375,-577.615234375,16.959854125976562,16.959854125976562,37.78807473182678,8.0,4,8000,211.70700166055423,-227.0719757080078,9.637511253356934,0.019547393545508385
0.15751322548474425,266.7337646484375,21.73252296447754,3.496805689451321e-08,0.9999999403953552,266.6725769042969,21.714557647705078,0.016875699162483215,0.9966394901275635,140.42356872558594,0.0439935140311718,0.9839717745780945,1000.0,10.0,-582.0816040039062,-582.0816040039062,17.604076385498047,17.604076385498047,47.93154764175415,10.0,5,10000,208.6308598825379,-265.54608154296875,10.105426788330078,0.015969375148415565
0.15440959267203633,305.03521728515625,26.19620704650879,5.165735839085528e-09,1.0,305.1394348144531,26.282554626464844,0.3146837055683136,0.9420618414878845,166.1449432373047,0.056975167244672775,0.9847858548164368,975.6666666666666,12.0,-485.8913879394531,-485.8913879394531,324.85784912109375,324.85784912109375,57.1799738407135,12.0,6,12000,209.86368467793378,-303.94207763671875,36.10573196411133,0.33842933177948
0.15440959267203633,338.6559753417969,28.912872314453125,0.0,1.0,339.27557373046875,28.952816009521484,0.0621667243540287,0.9677414298057556,186.79339599609375,0.06631740182638168,0.9856379628181458,979.1428571428571,14.0,-502.11981201171875,-502.11981201171875,303.37548828125,303.37548828125,66.27123808860779,14.0,7,14000,211.25303229255104,-336.6123352050781,19.41411781311035,0.2632496654987335
0.16720346283821505,366.704833984375,30.340782165527344,0.0,1.0,367.1471862792969,31.13799476623535,0.0,1.0,205.75680541992188,0.051339879631996155,0.9856273531913757,981.75,16.0,-510.9709777832031,-510.9709777832031,284.7467041015625,284.7467041015625,75.26225757598877,16.0,8,16000,212.58995564736483,-365.77215576171875,15.356636047363281,0.18247270584106445
0.18105739093859663,392.1768798828125,34.048377990722656,0.0,1.0,392.4820556640625,34.44723892211914,-0.006020687986165285,0.9991769790649414,223.7003936767578,0.027083348482847214,0.9873905777931213,983.7777777777778,18.0,-520.0824584960938,-520.0824584960938,269.7060241699219,269.7060241699219,84.04094171524048,18.0,9,18000,214.18132201552632,-390.3109436035156,14.724654197692871,0.1795913577079773
0.18105739093859663,415.0242919921875,34.625396728515625,0.0,1.0,415.6007385253906,35.3846549987793,4.0954750147648156e-05,0.999959409236908,245.28915405273438,0.039023030549287796,0.9881708025932312,985.4,20.0,-528.0130615234375,-528.0130615234375,256.9694519042969,256.9694519042969,93.04845690727234,20.0,10,20000,214.94176974832638,-418.0016784667969,12.86058235168457,0.032995931804180145
0.18469664449646242,435.2784118652344,36.30355453491211,0.0,1.0,436.194091796875,37.43144607543945,-0.03173191845417023,0.996091902256012,259.7807312011719,0.0354728177189827,0.9893128871917725,986.7272727272727,22.0,-534.556396484375,-534.556396484375,245.88296508789062,245.88296508789062,102.09157872200012,22.0,11,22000,215.49279847955896,-439.67303466796875,715.2740478515625,0.35494914650917053
0.18105739093859663,455.67999267578125,39.864688873291016,0.0,1.0,456.33984375,41.703521728515625,0.009723040275275707,0.9994774460792542,273.4790344238281,0.03252178058028221,0.9902510643005371,987.8333333333334,24.0,-540.0073852539062,-540.0073852539062,236.10818481445312,236.10818481445312,111.20137691497803,24.0,12,24000,215.8246657174923,-454.6763916015625,11.913443565368652,0.21574701368808746
0.18840904705084133,470.361572265625,42.7253303527832,0.0,1.0,471.4637756347656,43.933353424072266,0.3017634451389313,0.9484732747077942,286.4296875,0.033747315406799316,0.9908977746963501,988.7692307692307,26.0,-544.608642578125,-544.608642578125,227.40469360351562,227.40469360351562,120.27937865257263,26.0,13,26000,216.16340466058676,-468.4508056640625,315.7603759765625,0.16783301532268524
0.18105739093859663,484.649169921875,44.95767593383789,0.0,1.0,485.57537841796875,46.4366569519043,0.003333327127620578,0.9999940991401672,298.4686279296875,0.039184313267469406,0.9908564686775208,989.5714285714286,28.0,-548.0074462890625,-548.0074462890625,219.4822235107422,219.4822235107422,129.39951539039612,28.0,14,28000,216.38411794298054,-483.8897705078125,14.564861297607422,0.3318583071231842
0.20402,502.7875061035156,44.0765495300293,0.0,1.0,504.25164794921875,45.887351989746094,-0.14001819491386414,0.9828139543533325,312.7802429199219,0.03555578738451004,0.9912486672401428,990.2666666666667,30.0,-551.4150390625,-551.4150390625,212.423095703125,212.423095703125,138.57399654388428,30.0,15,30000,216.49083340466012,-499.2707824707031,10.885632514953613,0.0
0.2123040301202,518.8101806640625,48.46144485473633,0.0,1.0,520.2953491210938,50.23612976074219,-0.14613673090934753,0.9851935505867004,324.72802734375,0.032914310693740845,0.9910538792610168,990.875,32.0,-553.2945556640625,-553.2945556640625,205.8318634033203,205.8318634033203,147.94220566749573,32.0,16,32000,216.30068211853555,-511.681884765625,9.49956226348877,1.03188955783844
0.2123040301202,527.5104370117188,50.73927688598633,0.0,1.0,527.9217529296875,51.75764083862305,-0.00012573976709973067,0.9998771548271179,334.90594482421875,0.027695409953594208,0.99150151014328,991.4117647058823,34.0,-555.7240600585938,-555.7240600585938,199.9243621826172,199.9243621826172,157.19751358032227,34.0,17,34000,216.28840829360334,-521.5048217773438,16.920406341552734,5.14487037435174e-05
0.2,536.858154296875,57.4550666809082,0.0,1.0,538.4191284179688,58.293739318847656,-0.07158121466636658,0.9942033290863037,344.5024719238281,0.02733440324664116,0.9917610883712769,991.8888888888889,36.0,-557.947265625,-557.947265625,194.5102996826172,194.5102996826172,166.82765197753906,36.0,18,36000,215.7915643675599,-529.6017456054688,260.5795593261719,1.0150208473205566
0.2123040301202,542.9159545898438,52.30638122558594,0.0,1.0,544.2304077148438,52.71452713012695,0.0409645140171051,0.9946346879005432,353.3244323730469,0.025892462581396103,0.9922121167182922,992.3157894736842,38.0,-560.1519775390625,-560.1519775390625,189.5533447265625,189.5533447265625,176.2585906982422,38.0,19,38000,215.59232857510287,-535.8671264648438,15.432522773742676,0.16016420722007751
0.208120802,551.4190063476562,54.635921478271484,0.0,1.0,552.9193725585938,55.54735565185547,0.021788572892546654,0.9975690841674805,361.6320495605469,0.024597838521003723,0.9926188588142395,992.7,40.0,-562.1444091796875,-562.1444091796875,184.95774841308594,184.95774841308594,185.81193161010742,40.0,20,40000,215.27142876880873,-542.0066528320312,8.0464448928833,0.770488440990448
0.2123040301202,553.71435546875,57.787132263183594,0.0,1.0,554.1541137695312,58.44160079956055,0.2853645086288452,0.9559766054153442,369.60760498046875,0.0313030481338501,0.9922865033149719,993.047619047619,42.0,-563.3744506835938,-563.3744506835938,180.6031494140625,180.6031494140625,195.30007457733154,42.0,21,42000,215.0536813203805,-547.878662109375,15.279265403747559,0.23858393728733063
0.21657134112561602,564.9789428710938,59.80775451660156,0.0,1.0,566.355712890625,60.8489990234375,-0.007474119774997234,0.9991176128387451,377.15521240234375,0.03530941903591156,0.9924167394638062,993.3636363636364,44.0,-564.9608764648438,-564.9608764648438,176.60084533691406,176.60084533691406,204.84970450401306,44.0,22,44000,214.79162055192532,-554.4927368164062,10.63258171081543,1.3024107217788696
0.22989484264752447,565.5017700195312,61.16884231567383,0.0,1.0,566.7935791015625,62.099403381347656,0.0,1.0,385.54913330078125,0.02656947821378708,0.9929685592651367,993.6521739130435,46.0,-566.4556884765625,-566.4556884765625,172.86135864257812,172.86135864257812,214.45784091949463,46.0,23,46000,214.49437242664374,-559.8335571289062,9.156060218811035,2.8764185117324814e-05
0.22989484264752447,566.3547973632812,62.38251495361328,0.0,1.0,567.3142700195312,62.72598648071289,-0.01271380390971899,0.9991681575775146,392.1401672363281,0.02546233870089054,0.9932761788368225,993.9166666666666,48.0,-567.8529663085938,-567.8529663085938,169.3543701171875,169.3543701171875,224.26664352416992,48.0,24,48000,214.03093766294714,-564.5520629882812,10.914763450622559,0.16327215731143951
0.22536500602639395,574.5059814453125,62.39414978027344,0.0,1.0,575.6788940429688,63.509151458740234,0.07983959466218948,0.9965771436691284,398.7669677734375,0.02505013905465603,0.9934872388839722,994.16,50.0,-569.13818359375,-569.13818359375,166.05213928222656,166.05213928222656,234.0640733242035,50.0,25,50000,213.61672165187312,-568.437744140625,9.067975997924805,0.42952457070350647
0.2209244250822409,577.9171142578125,63.04676055908203,0.0,1.0,579.0159912109375,63.709049224853516,-0.09433555603027344,0.9900388121604919,406.5682067871094,0.02758728712797165,0.9936196804046631,994.3846153846154,52.0,-570.2538452148438,-570.2538452148438,162.92344665527344,162.92344665527344,243.46642088890076,52.0,26,52000,213.5818147330008,-572.8449096679688,8.348150253295898,0.5757982730865479
0.2123040301202,580.581787109375,66.9781723022461,0.0,1.0,580.951904296875,67.20018768310547,0.016901977360248566,0.9996201992034912,417.1870422363281,0.024896997958421707,0.9938364028930664,994.5925925925926,54.0,-571.2332763671875,-571.2332763671875,159.95689392089844,159.95689392089844,254.06312203407288,54.0,27,54000,212.5456050750961,-579.5803833007812,7.943751335144043,0.6747215986251831
0.22536500602639395,584.4540405273438,67.16207122802734,0.0,1.0,585.315673828125,67.65359497070312,0.08604627102613449,0.9805101752281189,422.3273620605469,0.024566711857914925,0.9939633011817932,994.7857142857143,56.0,-572.2368774414062,-572.2368774414062,157.16114807128906,157.16114807128906,265.0490550994873,56.0,28,56000,211.2816436149156,-582.120849609375,6.563295841217041,0.17096537351608276
0.22536500602639395,587.914794921875,69.40519714355469,0.0,1.0,587.7758178710938,69.19840240478516,0.035872578620910645,0.9970041513442993,427.4710998535156,0.02607571706175804,0.9939320087432861,994.9655172413793,58.0,-572.8779907226562,-572.8779907226562,154.4741973876953,154.4741973876953,276.5306832790375,58.0,29,58000,209.74164353933276,-583.011962890625,11.674446105957031,0.0011003492400050163
