episodes,mean 100 episode reward,steps
100,-250.6,98999
200,3344.2,198999
300,5297.8,298999
400,5789.9,398999
500,5947.1,498999
600,6078.7,598999
700,6383.3,698999
800,6166.6,798999
900,6211.4,898999
1000,6315.3,998999
1100,6247.7,1098999
1200,6313.0,1198999
1300,6345.8,1298999
1400,6237.2,1398999
1500,6369.2,1498999
1600,6450.5,1598999
1700,6411.9,1698999
1800,6539.0,1798999
1900,6500.5,1898999
2000,6496.0,1998999
2100,6515.7,2098999
2200,6417.7,2198999
2300,6445.5,2298999
2400,6575.8,2398999
2500,6568.4,2498999
2600,6642.2,2598999
2700,6742.5,2698999
2800,6671.3,2798999
2900,6552.9,2898999
3000,6551.1,2998999
