episodes,mean 100 episode reward,steps
100,0.0,3795
200,0.0,7214
300,0.1,10452
400,0.0,14294
500,0.0,18402
600,0.0,22150
700,0.1,26092
800,0.0,30673
900,0.1,34036
1000,0.0,37755
1100,0.0,41778
1200,0.1,45988
1300,0.1,50308
1400,0.1,54432
1500,0.1,58304
1600,0.2,62224
1700,0.3,67054
1800,0.1,71129
1900,0.2,75688
2000,0.2,80334
2100,0.1,84372
2200,0.2,88884
2300,0.3,94066
2400,0.3,98465
2500,0.3,103313
2600,0.4,108127
2700,0.4,113524
2800,0.3,119111
2900,0.4,124693
3000,0.5,130075
3100,0.3,134854
3200,0.5,139879
3300,0.5,145235
3400,0.5,149858
3500,0.5,155269
3600,0.4,160803
3700,0.5,166354
3800,0.5,171112
3900,0.5,175558
4000,0.5,180486
4100,0.4,185512
4200,0.6,190218
4300,0.8,195054
4400,0.8,199716
4500,0.8,203804
4600,0.7,208585
4700,0.6,214001
4800,0.8,218772
4900,0.8,223229
5000,0.7,228097
5100,0.8,232699
5200,0.8,237379
5300,0.9,241641
5400,0.8,245819
5500,0.9,250181
5600,0.9,254207
5700,0.9,258396
5800,0.9,262781
5900,0.9,266802
6000,0.9,270634
6100,1.0,274606
6200,0.8,278385
6300,0.9,282071
6400,0.9,285961
6500,0.9,290098
6600,0.9,293827
6700,0.9,297616
6800,0.9,301394
6900,0.9,305050
7000,0.9,308766
7100,0.7,312458
7200,0.7,316067
7300,0.9,319684
7400,0.9,323131
7500,0.9,326831
7600,0.9,330615
7700,1.0,334259
7800,0.9,337867
7900,0.9,341463
8000,0.9,345533
8100,0.7,349571
8200,0.9,353208
8300,0.9,357122
8400,0.9,360848
8500,0.9,364650
8600,0.9,368336
8700,0.9,372030
8800,0.9,375727
8900,0.9,379619
9000,0.9,383221
9100,0.9,386894
9200,0.9,390301
9300,1.0,394032
9400,0.9,397664
9500,0.9,401309
9600,0.9,404931
9700,0.8,409301
9800,0.9,412964
9900,1.0,416790
10000,0.9,420397
10100,0.9,424010
10200,0.9,427717
10300,0.8,431741
10400,0.9,435384
10500,0.9,438930
10600,0.9,442673
10700,0.8,446074
10800,1.0,450206
10900,0.8,453807
11000,0.9,457495
11100,0.9,461002
11200,0.9,464659
11300,0.9,468177
