episodes,steps,total reward
10,10000,1.0
20,20000,1.0
31,30000,2.0
41,40000,0.0
52,50000,2.0
62,60000,0.0
73,70000,2.0
84,80000,2.0
96,90000,2.0
107,100000,3.0
117,110000,0.0
129,120000,3.0
139,130000,1.0
151,140000,2.0
163,150000,5.0
175,160000,3.0
187,170000,5.0
197,180000,2.0
211,190000,5.0
225,200000,6.0
236,210000,2.0
249,220000,5.0
263,230000,6.0
278,240000,7.0
295,250000,9.0
309,260000,5.0
323,270000,4.0
337,280000,6.0
354,290000,8.0
368,300000,6.0
386,310000,10.0
405,320000,11.0
419,330000,5.0
439,340000,11.0
458,350000,12.0
478,360000,12.0
498,370000,12.0
519,380000,13.0
546,390000,20.0
569,400000,14.0
596,410000,20.0
622,420000,18.0
649,430000,21.0
685,440000,29.0
709,450000,16.0
738,460000,23.0
768,470000,23.0
799,480000,23.0
828,490000,21.0
859,500000,23.0
896,510000,29.0
935,520000,33.0
965,530000,22.0
999,540000,28.0
1038,550000,32.0
1088,560000,43.0
1129,570000,35.0
1188,580000,53.0
1238,590000,44.0
1289,600000,44.0
1348,610000,55.0
1399,620000,44.0
1459,630000,55.0
1519,640000,56.0
1579,650000,56.0
1639,660000,54.0
1699,670000,55.0
1759,680000,55.0
1814,690000,48.0
1879,700000,61.0
1941,710000,58.0
1998,720000,51.0
2068,730000,64.0
2162,740000,92.0
2268,750000,103.0
2366,760000,94.0
2488,770000,121.0
2605,780000,115.0
2738,790000,132.0
2851,800000,112.0
2968,810000,115.0
3112,820000,144.0
3246,830000,133.0
3398,840000,152.0
3521,850000,123.0
3666,860000,145.0
3828,870000,162.0
3970,880000,141.0
4127,890000,157.0
4278,900000,151.0
4437,910000,159.0
4606,920000,169.0
4776,930000,170.0
4942,940000,165.0
5120,950000,178.0
5278,960000,157.0
5476,970000,198.0
5678,980000,202.0
5895,990000,217.0
6112,1000000,217.0
6320,1010000,208.0
6539,1020000,219.0
6755,1030000,216.0
6974,1040000,219.0
7195,1050000,221.0
7404,1060000,209.0
7622,1070000,218.0
7841,1080000,219.0
8049,1090000,208.0
8268,1100000,219.0
8466,1110000,197.0
8683,1120000,217.0
8894,1130000,211.0
9108,1140000,214.0
9320,1150000,212.0
9536,1160000,216.0
9755,1170000,219.0
9965,1180000,210.0
10180,1190000,215.0
10397,1200000,217.0
10615,1210000,218.0
10817,1220000,202.0
11018,1230000,201.0
11206,1240000,187.0
11418,1250000,212.0
11634,1260000,216.0
11848,1270000,214.0
12067,1280000,219.0
12278,1290000,211.0
12493,1300000,215.0
12711,1310000,218.0
12928,1320000,217.0
13144,1330000,216.0
13362,1340000,218.0
13582,1350000,220.0
13798,1360000,216.0
14003,1370000,205.0
14221,1380000,218.0
14436,1390000,215.0
14649,1400000,213.0
14857,1410000,208.0
15078,1420000,221.0
15296,1430000,218.0
15513,1440000,217.0
15729,1450000,216.0
15949,1460000,220.0
16169,1470000,220.0
16388,1480000,219.0
16608,1490000,220.0
16828,1500000,220.0
17046,1510000,218.0
17265,1520000,219.0
17483,1530000,218.0
17699,1540000,216.0
17917,1550000,218.0
18136,1560000,219.0
18356,1570000,220.0
18576,1580000,220.0
18795,1590000,219.0
19015,1600000,220.0
19233,1610000,218.0
19451,1620000,218.0
19669,1630000,218.0
19886,1640000,217.0
20105,1650000,219.0
20324,1660000,219.0
20543,1670000,219.0
20761,1680000,218.0
20982,1690000,221.0
21199,1700000,217.0
21418,1710000,219.0
21638,1720000,220.0
21856,1730000,218.0
22075,1740000,219.0
22295,1750000,220.0
22511,1760000,216.0
22729,1770000,218.0
22948,1780000,219.0
23164,1790000,216.0
23378,1800000,214.0
23599,1810000,221.0
23817,1820000,218.0
24034,1830000,217.0
24252,1840000,218.0
24470,1850000,218.0
24676,1860000,206.0
24892,1870000,216.0
25112,1880000,220.0
25329,1890000,217.0
25548,1900000,219.0
25768,1910000,220.0
25987,1920000,219.0
26206,1930000,219.0
26425,1940000,219.0
26644,1950000,219.0
26864,1960000,220.0
27080,1970000,216.0
27298,1980000,218.0
27517,1990000,219.0
27730,2000000,213.0
