episodes,mean 100 episode reward,steps
100,-51.7,80697
200,417.7,142900
300,654.4,195667
400,663.4,246914
500,576.6,302668
600,3.1,378958
700,196.1,448473
800,111.9,521261
900,-162.0,605684
1000,298.6,669616
1100,429.5,728046
1200,377.6,788278
1300,297.3,851775
1400,279.6,917095
1500,187.5,986978
1600,229.5,1054693
1700,74.6,1128767
1800,308.3,1193322
1900,216.3,1262566
2000,224.1,1330829
2100,141.7,1401464
2200,-289.2,1489445
2300,149.1,1559081
2400,538.2,1611022
2500,621.5,1659677
2600,606.7,1709123
2700,590.8,1759020
2800,568.4,1810832
2900,266.3,1877177
3000,251.4,1945722
3100,331.6,2011045
3200,229.6,2079843
3300,366.7,2141646
3400,508.6,2196448
3500,378.9,2256436
3600,429.1,2313051
3700,549.0,2364641
3800,571.6,2413936
3900,701.1,2459564
4000,678.3,2504236
4100,720.1,2546569
4200,666.5,2591258
4300,760.4,2631706
4400,735.0,2673218
4500,722.4,2715099
4600,626.8,2761577
4700,677.8,2805900
4800,501.9,2859786
4900,604.4,2908314
5000,589.8,2957392
