episodes,mean 100 episode reward,steps
100,-501.5,98999
200,1200.4,198999
300,2930.6,298999
400,3816.8,398999
500,2886.8,498999
600,4040.4,598999
700,4237.8,698999
800,4986.9,798999
900,4867.2,898999
1000,5075.5,998999
1100,5139.0,1098999
1200,4670.2,1198999
1300,4744.7,1298999
1400,4896.2,1398999
1500,4997.9,1498999
1600,5370.1,1598999
1700,5444.8,1698999
1800,5477.6,1798999
1900,5491.2,1898999
2000,5682.5,1998999
2100,6046.0,2098999
2200,5789.6,2198999
2300,6084.7,2298999
2400,5966.3,2398999
2500,5890.6,2498999
2600,5828.1,2598999
2700,5970.6,2698999
2800,5938.2,2798999
2900,6047.2,2898999
3000,6069.3,2998999
