episodes,mean 100 episode reward,steps
100,0.6,30147
200,0.7,61273
300,0.7,89965
400,0.7,119517
500,0.7,144008
600,0.7,169539
700,0.7,196383
800,0.8,221963
900,0.7,248224
1000,0.7,274174
1100,0.8,299743
1200,0.7,322894
1300,0.8,346121
1400,0.8,368560
1500,0.8,390342
1600,0.7,411310
1700,0.8,433144
1800,0.8,455531
1900,0.8,474894
2000,0.7,494737
2100,0.8,513554
2200,0.7,534236
2300,0.7,553361
2400,0.8,574363
2500,0.7,595933
2600,0.8,615650
2700,0.8,635236
2800,0.8,653870
2900,0.8,672646
3000,0.8,691124
3100,0.8,709296
3200,0.8,727925
3300,0.8,747604
3400,0.8,767629
3500,0.8,785670
3600,0.8,802951
3700,0.8,822725
3800,0.8,843612
3900,0.8,863642
4000,0.8,882099
4100,0.8,900967
4200,0.8,918945
4300,0.8,935666
4400,0.8,954423
4500,0.8,972539
4600,0.7,991675
4700,0.7,1014318
4800,0.8,1034141
4900,0.7,1054745
5000,0.7,1076293
5100,0.8,1096370
5200,0.7,1118593
5300,0.7,1138024
5400,0.7,1157337
5500,0.8,1176924
5600,0.8,1194357
5700,0.8,1213984
5800,0.8,1232132
5900,0.7,1251710
6000,0.7,1272281
6100,0.7,1292814
6200,0.8,1312031
6300,0.8,1328970
6400,0.8,1346600
6500,0.7,1370131
6600,0.8,1388307
6700,0.8,1406622
6800,0.7,1425946
6900,0.7,1444381
7000,0.8,1461933
7100,0.8,1480020
7200,0.8,1497505
7300,0.8,1517183
7400,0.7,1538537
7500,0.7,1559538
7600,0.7,1578142
7700,0.8,1596026
7800,0.8,1613416
7900,0.8,1633500
8000,0.8,1653147
8100,0.7,1674691
8200,0.7,1695322
8300,0.7,1716375
8400,0.7,1735281
8500,0.7,1753198
8600,0.8,1771662
8700,0.8,1791969
8800,0.7,1813609
8900,0.8,1831652
9000,0.7,1851881
9100,0.8,1868166
9200,0.7,1888261
9300,0.7,1908464
9400,0.8,1927113
9500,0.8,1947794
9600,0.7,1966814
9700,0.8,1986162
