episodes,steps,total reward
119,10000,13.0
233,20000,36.0
495,30000,183.0
900,40000,323.0
1308,50000,329.0
1725,60000,336.0
2153,70000,349.0
2580,80000,342.0
3004,90000,341.0
3429,100000,345.0
