episodes,mean 100 episode reward,steps
100,-322.8,98999
200,512.3,198999
300,1764.0,298999
400,1847.6,398999
500,2427.3,498999
600,3268.4,598999
700,3334.2,698999
800,4111.7,798999
900,3992.0,898999
1000,4420.9,998999
1100,4862.9,1098999
1200,4455.6,1198999
1300,4687.0,1298999
1400,4798.6,1398999
1500,4989.3,1498999
1600,4789.6,1598999
1700,5022.4,1698999
1800,5104.9,1798999
1900,5187.3,1898999
2000,5364.2,1998999
2100,5642.2,2098999
2200,5498.6,2198999
2300,5487.2,2298999
2400,5436.7,2398999
2500,5395.7,2498999
2600,5416.1,2598999
2700,5474.7,2698999
2800,5583.7,2798999
2900,5363.4,2898999
3000,5684.7,2998999
