% time spent exploring,episodes,mean 100 episode reward,steps
84,100,0.7,31415
69,200,0.6,62201
55,300,0.7,89895
42,400,0.7,115411
30,500,0.7,140588
17,600,0.7,165809
6,700,0.7,189703
1,800,0.8,210755
1,900,0.7,231448
1,1000,0.7,253295
1,1100,0.7,272267
1,1200,0.8,289613
1,1300,0.8,306225
1,1400,0.8,322032
1,1500,0.8,338326
1,1600,0.9,353789
1,1700,0.9,369382
1,1800,0.9,386518
1,1900,0.8,402039
1,2000,0.9,418291
1,2100,0.9,433287
1,2200,0.9,447839
1,2300,0.9,464768
1,2400,0.8,482680
1,2500,0.9,498589
1,2600,0.9,515842
1,2700,0.9,531521
1,2800,0.9,546815
1,2900,0.9,560898
1,3000,0.8,576777
1,3100,0.9,591458
1,3200,0.9,604717
1,3300,0.9,619536
1,3400,0.9,633506
1,3500,0.9,648858
1,3600,0.9,663877
1,3700,0.9,677504
1,3800,0.8,691882
1,3900,0.9,701315
1,4000,0.9,711023
1,4100,0.9,723032
1,4200,0.9,736542
1,4300,0.8,749461
1,4400,0.9,760221
1,4500,0.9,770441
1,4600,0.9,779788
1,4700,0.9,790740
1,4800,0.9,799082
1,4900,0.9,808756
1,5000,0.9,819261
1,5100,0.9,829667
1,5200,0.9,839469
1,5300,0.9,850085
1,5400,0.9,861024
1,5500,0.9,871404
1,5600,0.8,882777
1,5700,0.9,891409
1,5800,0.9,901074
1,5900,0.9,910294
1,6000,0.9,920387
1,6100,0.9,928770
1,6200,0.9,937489
1,6300,0.9,945379
1,6400,0.9,952732
1,6500,0.9,959986
1,6600,0.9,968951
1,6700,0.9,979300
1,6800,0.9,988871
1,6900,0.9,998635
1,7000,0.9,1008639
1,7100,0.9,1016959
1,7200,0.9,1025141
1,7300,0.9,1032525
1,7400,0.8,1041272
1,7500,0.9,1048500
1,7600,0.9,1058868
1,7700,0.9,1067624
1,7800,0.9,1077017
1,7900,0.9,1085964
1,8000,0.9,1094998
1,8100,0.9,1105916
1,8200,0.9,1114044
1,8300,0.9,1123138
1,8400,0.9,1131116
1,8500,1.0,1139146
1,8600,1.0,1146981
1,8700,0.9,1153239
1,8800,0.9,1162200
1,8900,0.9,1169651
1,9000,0.9,1176811
1,9100,1.0,1183702
1,9200,0.9,1189961
1,9300,1.0,1195591
1,9400,0.9,1201950
1,9500,0.9,1208914
1,9600,0.9,1216840
1,9700,1.0,1224837
1,9800,1.0,1231755
1,9900,1.0,1238096
1,10000,0.9,1245478
1,10100,0.9,1253636
1,10200,0.9,1261797
1,10300,1.0,1269628
1,10400,0.9,1277652
1,10500,1.0,1283588
1,10600,1.0,1291810
1,10700,0.9,1299933
1,10800,0.9,1307923
1,10900,1.0,1316377
1,11000,0.9,1323509
1,11100,0.9,1332220
1,11200,0.9,1340416
1,11300,1.0,1347471
1,11400,1.0,1355007
1,11500,1.0,1360279
1,11600,0.9,1367912
1,11700,0.9,1375624
1,11800,0.9,1384988
1,11900,0.9,1393157
1,12000,1.0,1400222
1,12100,0.9,1408718
1,12200,0.9,1417112
1,12300,0.9,1427736
1,12400,0.9,1435600
1,12500,0.9,1441217
1,12600,0.9,1450087
1,12700,0.9,1461288
1,12800,0.9,1471317
1,12900,1.0,1479529
1,13000,0.9,1488795
1,13100,0.9,1497662
1,13200,0.9,1505779
1,13300,0.8,1516657
1,13400,0.9,1525728
1,13500,0.9,1536261
1,13600,0.9,1546687
1,13700,0.9,1555798
1,13800,1.0,1564729
1,13900,0.9,1571623
1,14000,1.0,1579121
1,14100,0.9,1588782
1,14200,0.9,1596971
1,14300,0.9,1606103
1,14400,0.9,1614300
1,14500,0.9,1622361
1,14600,0.9,1630885
1,14700,0.9,1640635
1,14800,0.9,1649584
1,14900,0.9,1657307
1,15000,0.9,1665289
1,15100,1.0,1674110
1,15200,0.9,1681766
1,15300,1.0,1687338
1,15400,1.0,1693652
1,15500,1.0,1698928
1,15600,0.9,1707497
1,15700,0.9,1717401
1,15800,0.8,1730053
1,15900,1.0,1736632
1,16000,1.0,1744323
1,16100,1.0,1750116
1,16200,0.9,1756067
1,16300,0.9,1761759
1,16400,0.9,1772644
1,16500,0.9,1782246
1,16600,0.9,1789064
1,16700,0.8,1798791
1,16800,0.9,1807506
1,16900,0.9,1814798
1,17000,0.9,1821607
1,17100,0.9,1828971
1,17200,1.0,1836686
1,17300,0.9,1845142
1,17400,1.0,1853227
1,17500,1.0,1858358
1,17600,0.9,1865978
1,17700,0.9,1875709
1,17800,0.9,1884743
1,17900,0.9,1895368
1,18000,0.9,1905946
1,18100,0.9,1913067
1,18200,0.9,1919903
1,18300,0.9,1925370
1,18400,0.9,1934652
1,18500,0.9,1943488
1,18600,0.9,1951964
1,18700,0.9,1962134
1,18800,0.8,1973550
1,18900,0.9,1980171
1,19000,0.9,1987606
1,19100,0.9,1995817
