episodes,mean 100 episode reward,steps
100,-595.2,98999
200,-598.0,198999
300,-597.5,298999
400,-595.9,398999
500,-598.5,498999
600,-599.1,598999
700,-599.0,698999
800,-598.1,798999
900,-599.4,898999
1000,-598.7,998999
1100,-598.8,1098999
1200,-593.5,1198999
1300,-591.4,1298999
1400,-594.0,1398999
1500,-598.6,1498999
1600,-593.0,1598999
1700,-593.1,1698999
1800,-597.1,1798999
1900,-596.8,1898999
2000,-594.7,1998999
2100,-599.2,2098999
2200,-598.9,2198999
2300,-598.7,2298999
2400,-599.4,2398999
2500,-600.0,2498999
2600,-600.0,2598999
2700,-599.9,2698999
2800,-599.7,2798999
2900,-598.8,2898999
3000,-599.7,2998999
