episodes,steps,total reward
185,10000,29.0
322,20000,47.0
427,30000,48.0
579,40000,67.0
723,50000,70.0
876,60000,86.0
1059,70000,110.0
1255,80000,128.0
1486,90000,170.0
1783,100000,224.0
