episodes,mean 100 episode reward,steps
100,-596.0,98999
200,-595.1,198999
300,-597.7,298999
400,-598.6,398999
500,-598.3,498999
600,-599.9,598999
700,-599.8,698999
800,-599.8,798999
900,-599.3,898999
1000,-597.2,998999
1100,-598.9,1098999
1200,-596.9,1198999
1300,-597.3,1298999
1400,-596.2,1398999
1500,-595.8,1498999
1600,-596.7,1598999
1700,-596.5,1698999
1800,-588.0,1798999
1900,-594.7,1898999
2000,-598.2,1998999
2100,-596.6,2098999
2200,-597.7,2198999
2300,-596.0,2298999
2400,-597.1,2398999
2500,-596.0,2498999
2600,-594.8,2598999
2700,-596.0,2698999
2800,-596.9,2798999
2900,-596.4,2898999
3000,-596.3,2998999
