10.0	0.0000	0.0036	0.0092
20.0	0.0010	0.0029	0.0060
30.0	0.0008	0.0026	0.0043
40.0	0.0011	0.0024	0.0039
50.0	0.0009	0.0021	0.0039
60.0	0.0008	0.0018	0.0036
70.0	0.0009	0.0017	0.0031
80.0	0.0009	0.0015	0.0030
90.0	0.0010	0.0021	0.0031
100.0	0.0017	0.0029	0.0040
110.0	0.0026	0.0037	0.0054
120.0	0.0035	0.0052	0.0071
130.0	0.0048	0.0066	0.0097
140.0	0.0059	0.0081	0.0106
150.0	0.0063	0.0090	0.0120
160.0	0.0075	0.0106	0.0152
170.0	0.0083	0.0108	0.0184
180.0	0.0094	0.0130	0.0202
190.0	0.0105	0.0153	0.0261
200.0	0.0122	0.0176	0.0286
210.0	0.0141	0.0198	0.0340
220.0	0.0165	0.0228	0.0377
230.0	0.0199	0.0255	0.0460
240.0	0.0227	0.0276	0.0554
250.0	0.0235	0.0330	0.0638
260.0	0.0268	0.0387	0.0703
270.0	0.0296	0.0445	0.0793
280.0	0.0343	0.0510	0.0903
290.0	0.0390	0.0577	0.1002
300.0	0.0426	0.0650	0.1116
310.0	0.0483	0.0740	0.1211
320.0	0.0542	0.0818	0.1275
330.0	0.0598	0.0916	0.1399
340.0	0.0651	0.1017	0.1510
350.0	0.0733	0.1158	0.1624
360.0	0.0816	0.1259	0.1721
370.0	0.0931	0.1387	0.1834
380.0	0.1070	0.1503	0.1988
390.0	0.1159	0.1642	0.2111
400.0	0.1248	0.1747	0.2226
410.0	0.1371	0.1867	0.2336
420.0	0.1480	0.1993	0.2444
430.0	0.1599	0.2147	0.2581
440.0	0.1700	0.2258	0.2719
450.0	0.1822	0.2426	0.2848
460.0	0.1935	0.2517	0.2978
470.0	0.2092	0.2676	0.3075
480.0	0.2217	0.2800	0.3164
490.0	0.2352	0.2955	0.3298
500.0	0.2503	0.3104	0.3424
510.0	0.2659	0.3269	0.3558
520.0	0.2782	0.3421	0.3765
530.0	0.2931	0.3562	0.4089
540.0	0.3057	0.3709	0.4488
550.0	0.3198	0.3880	0.4912
560.0	0.3302	0.4077	0.5290
570.0	0.3522	0.4360	0.5627
580.0	0.3759	0.4657	0.6024
590.0	0.4066	0.4993	0.6358
600.0	0.4375	0.5302	0.6737
610.0	0.4670	0.5591	0.7034
620.0	0.4985	0.5856	0.7319
630.0	0.5265	0.6160	0.7552
640.0	0.5552	0.6402	0.7724
650.0	0.5902	0.6655	0.7932
660.0	0.6184	0.6908	0.8080
670.0	0.6589	0.7053	0.8214
680.0	0.6854	0.7275	0.8352
690.0	0.7137	0.7440	0.8456
700.0	0.7364	0.7621	0.8522
710.0	0.7583	0.7815	0.8587
720.0	0.7738	0.7973	0.8659
730.0	0.7882	0.8150	0.8742
740.0	0.8045	0.8308	0.8866
750.0	0.8234	0.8485	0.8976
760.0	0.8442	0.8731	0.9091
770.0	0.8591	0.8918	0.9148
780.0	0.8698	0.9091	0.9192
790.0	0.8800	0.9161	0.9314
800.0	0.8883	0.9192	0.9418
810.0	0.8970	0.9226	0.9476
