episodes,mean 100 episode reward,steps
100,0.0,4990
200,0.0,9903
300,0.0,14394
400,0.0,18552
500,0.1,23417
600,0.1,28666
700,0.0,32840
800,0.0,36588
900,0.1,41253
1000,0.1,45656
1100,0.1,50446
1200,0.2,55151
1300,0.1,59751
1400,0.2,64637
1500,0.2,68752
1600,0.2,73370
1700,0.2,77758
1800,0.2,82194
1900,0.3,87125
2000,0.3,91339
2100,0.3,95547
2200,0.4,100009
2300,0.4,103800
2400,0.4,107773
2500,0.6,112052
2600,0.5,116084
2700,0.6,120162
2800,0.6,124084
2900,0.7,128140
3000,0.7,131894
3100,0.7,135832
3200,0.7,139560
3300,0.7,143044
3400,0.8,146680
3500,0.8,150278
3600,0.8,153975
3700,0.8,157552
3800,0.9,161243
3900,0.9,164730
4000,0.8,168095
4100,0.8,171392
4200,0.9,174889
4300,0.9,178333
4400,0.9,181690
4500,1.0,185212
4600,0.9,188530
4700,0.9,191920
4800,1.0,195340
4900,0.9,198713
5000,1.0,202057
5100,0.9,205396
5200,0.9,208555
5300,0.9,211866
5400,0.9,215126
5500,0.9,218452
5600,0.9,221716
5700,0.9,224932
5800,1.0,228220
5900,0.9,231382
6000,0.9,234594
6100,0.9,237800
6200,0.9,241037
6300,1.0,244277
6400,0.9,247468
6500,0.8,250545
6600,1.0,253844
6700,0.9,257045
6800,0.9,260282
6900,1.0,263509
7000,0.9,266928
7100,0.9,270158
7200,0.9,273246
7300,0.9,276386
7400,0.9,279565
7500,0.9,282771
7600,0.9,286025
7700,1.0,289304
7800,1.0,292582
7900,0.9,295808
8000,0.9,299052
8100,0.9,302168
8200,0.9,305445
8300,0.9,308727
8400,0.9,311949
8500,0.9,315195
8600,0.8,318351
8700,0.9,321505
8800,0.9,324723
8900,0.9,327982
9000,1.0,331297
9100,1.0,334534
9200,0.9,337720
9300,0.9,340934
9400,0.9,344154
9500,0.9,347354
9600,0.9,350548
9700,0.9,353765
9800,0.9,356911
9900,0.9,360106
10000,0.9,363174
10100,1.0,366475
10200,0.9,369624
10300,0.8,372730
10400,0.9,375952
10500,1.0,379229
10600,0.9,382473
10700,0.9,385699
10800,1.0,389017
10900,0.9,392166
11000,0.9,395298
11100,0.9,398557
11200,0.9,401777
11300,0.9,404986
11400,0.9,408228
11500,0.9,411395
11600,0.9,414651
11700,0.9,417907
11800,1.0,421185
11900,0.9,424334
12000,0.9,427579
12100,0.9,430798
12200,0.9,433989
12300,1.0,437269
12400,1.0,440518
12500,1.0,443768
12600,0.9,446955
12700,0.9,450143
12800,0.9,453348
12900,1.0,456577
13000,0.9,459737
13100,1.0,462940
13200,0.9,465990
13300,0.9,469232
13400,0.9,472464
13500,1.0,475684
13600,1.0,478967
13700,0.9,482109
13800,0.9,485415
13900,0.9,488532
14000,0.9,491679
14100,0.9,494934
14200,0.9,498024
14300,0.9,501190
14400,0.9,504233
14500,0.9,507460
14600,0.9,510663
14700,0.9,513846
14800,0.9,517104
14900,0.9,520228
15000,0.9,523460
15100,0.9,526625
15200,1.0,529857
15300,0.9,533029
15400,0.9,536184
15500,0.9,539401
15600,0.9,542594
15700,0.9,545754
15800,0.9,548824
15900,0.9,551999
16000,0.9,555198
16100,1.0,558471
16200,1.0,561678
16300,0.9,564887
16400,0.9,568089
16500,0.9,571267
16600,0.9,574399
16700,0.9,577638
16800,0.9,580914
16900,0.9,583989
17000,0.9,587107
17100,0.9,590234
17200,0.9,593367
17300,1.0,596612
17400,0.9,599834
17500,0.9,602880
17600,0.9,606050
17700,0.8,609085
17800,0.9,612290
17900,0.9,615481
18000,0.9,618639
18100,0.9,621733
18200,1.0,624971
18300,0.9,628113
18400,1.0,631293
18500,1.0,634520
18600,1.0,637710
18700,0.9,640835
18800,1.0,644032
18900,1.0,647247
19000,0.9,650329
19100,0.9,653568
19200,0.9,656651
19300,0.9,659773
19400,0.9,662846
19500,0.9,666070
19600,0.9,669216
19700,1.0,672350
19800,0.9,675509
19900,0.9,678660
20000,0.9,681785
20100,1.0,684965
20200,0.9,688007
20300,0.9,691132
20400,0.9,694250
20500,0.9,697367
20600,0.9,700464
20700,0.9,703594
20800,0.9,706762
20900,0.9,709918
21000,0.9,713081
21100,0.9,716346
21200,0.9,719503
21300,0.9,722665
21400,0.9,725804
21500,1.0,728914
21600,1.0,732097
21700,1.0,735252
21800,0.9,738382
21900,1.0,741590
22000,1.0,744758
22100,0.9,747798
22200,0.9,750732
22300,0.9,753870
22400,0.9,757061
22500,1.0,760202
22600,1.0,763394
22700,0.9,766506
22800,0.9,769654
22900,0.9,772706
23000,0.9,775847
23100,0.9,779049
23200,1.0,782117
23300,0.9,785263
23400,0.9,788340
23500,0.9,791399
23600,0.9,794507
23700,1.0,797623
23800,0.9,800761
23900,0.9,803881
24000,0.9,807102
24100,0.9,810210
24200,0.9,813328
24300,0.9,816361
24400,0.9,819549
24500,0.9,822669
24600,0.9,825814
24700,0.9,828930
24800,0.9,832038
24900,0.9,835247
25000,1.0,838410
25100,1.0,841641
25200,0.9,844809
25300,0.9,847893
25400,0.9,851010
25500,0.9,854121
25600,1.0,857280
25700,0.9,860423
25800,0.9,863533
25900,0.9,866681
26000,0.9,869790
26100,0.9,872986
26200,0.9,876045
26300,0.9,879158
26400,0.9,882256
26500,0.9,885347
26600,0.9,888398
26700,0.9,891510
26800,1.0,894695
26900,1.0,897869
27000,1.0,900954
27100,0.9,904104
27200,0.9,907263
27300,0.9,910391
27400,0.9,913559
27500,0.9,916602
27600,0.9,919686
27700,1.0,922827
27800,1.0,925946
27900,0.9,929076
28000,0.9,932120
28100,0.9,935279
28200,0.9,938326
28300,0.9,941427
28400,0.9,944571
28500,0.9,947655
28600,1.0,950783
28700,1.0,953944
28800,0.9,957064
28900,0.9,960050
29000,0.9,963099
29100,0.9,966130
29200,0.9,969270
29300,0.9,972299
29400,0.9,975406
29500,0.9,978511
29600,0.9,981593
29700,0.9,984717
29800,0.9,987790
29900,0.9,990842
30000,0.9,993929
30100,0.9,996875
30200,0.9,999924
30300,0.9,1003032
30400,0.9,1006031
30500,0.9,1009178
30600,1.0,1012352
30700,0.9,1015418
