episodes,mean 100 episode reward,steps
100,-360.9,98999
200,687.3,198999
300,2310.8,298999
400,3216.0,398999
500,3784.6,498999
600,4014.7,598999
700,4426.1,698999
800,4991.5,798999
900,5339.1,898999
1000,5463.6,998999
1100,5574.3,1098999
1200,5445.6,1198999
1300,5625.9,1298999
1400,5716.0,1398999
1500,5815.8,1498999
1600,5516.9,1598999
1700,5770.6,1698999
1800,5722.4,1798999
1900,5461.3,1898999
2000,5125.7,1998999
2100,4388.3,2098999
2200,4469.8,2198999
2300,4427.0,2298999
2400,4337.2,2398999
2500,4629.9,2498999
2600,4457.9,2598999
2700,4743.1,2698999
2800,5504.6,2798999
2900,5629.2,2898999
3000,5384.0,2998999
