episodes,steps,total reward
129,10000,9.0
234,20000,27.0
425,30000,123.0
823,40000,316.0
1232,50000,335.0
1649,60000,334.0
2071,70000,352.0
2500,80000,351.0
2929,90000,345.0
3358,100000,338.0
